Title,PMID,Abstract,Deep Learning,text
Dynamic applicability domain (dAD): compound-target binding affinity estimates with local conformal prediction.,37594752,"Increasing efforts are being made in the field of machine learning to advance the learning of robust and accurate models from experimentally measured data and enable more efficient drug discovery processes. The prediction of binding affinity is one of the most frequent tasks of compound bioactivity modelling. Learned models for binding affinity prediction are assessed by their average performance on unseen samples, but point predictions are typically not provided with a rigorous confidence assessment. Approaches, such as the conformal predictor framework equip conventional models with a more rigorous assessment of confidence for individual point predictions. In this article, we extend the inductive conformal prediction framework for interaction data, in particular the compound-target binding affinity prediction task. The new framework is based on dynamically defined calibration sets that are specific for each testing pair and provides prediction assessment in the context of calibration pairs from its compound-target neighbourhood, enabling improved estimates based on the local properties of the prediction model. The effectiveness of the approach is benchmarked on several publicly available datasets and tested in realistic use-case scenarios with increasing levels of difficulty on a complex compound-target binding affinity space. We demonstrate that in such scenarios, novel approach combining applicability domain paradigm with conformal prediction framework, produces superior confidence assessment with valid and more informative prediction regions compared to other 'state-of-the-art' conformal prediction approaches. Dataset and the code are available on GitHub (https://github.com/mlkr-rbi/dAD).",0,"Dynamic applicability domain (dAD): compound-target binding affinity estimates with local conformal prediction. Increasing efforts are being made in the field of machine learning to advance the learning of robust and accurate models from experimentally measured data and enable more efficient drug discovery processes. The prediction of binding affinity is one of the most frequent tasks of compound bioactivity modelling. Learned models for binding affinity prediction are assessed by their average performance on unseen samples, but point predictions are typically not provided with a rigorous confidence assessment. Approaches, such as the conformal predictor framework equip conventional models with a more rigorous assessment of confidence for individual point predictions. In this article, we extend the inductive conformal prediction framework for interaction data, in particular the compound-target binding affinity prediction task. The new framework is based on dynamically defined calibration sets that are specific for each testing pair and provides prediction assessment in the context of calibration pairs from its compound-target neighbourhood, enabling improved estimates based on the local properties of the prediction model. The effectiveness of the approach is benchmarked on several publicly available datasets and tested in realistic use-case scenarios with increasing levels of difficulty on a complex compound-target binding affinity space. We demonstrate that in such scenarios, novel approach combining applicability domain paradigm with conformal prediction framework, produces superior confidence assessment with valid and more informative prediction regions compared to other 'state-of-the-art' conformal prediction approaches. Dataset and the code are available on GitHub (https://github.com/mlkr-rbi/dAD)."
Matrix factorization with denoising autoencoders for prediction of drug-target interactions.,35871213,"Drug-target interaction is crucial in the discovery of new drugs. Computational methods can be used to identify new drug-target interactions at low costs and with reasonable accuracy. Recent studies pay more attention to machine-learning methods, ranging from matrix factorization to deep learning, in the DTI prediction. Since the interaction matrix is often extremely sparse, DTI prediction performance is significantly decreased with matrix factorization-based methods. Therefore, some matrix factorization methods utilize side information to address both the sparsity issue of the interaction matrix and the cold-start issue. By combining matrix factorization and autoencoders, we propose a hybrid DTI prediction model that simultaneously learn the hidden factors of drugs and targets from their side information and interaction matrix. The proposed method is composed of two steps: the pre-processing of the interaction matrix, and the hybrid model. We leverage the similarity matrices of both drugs and targets to address the sparsity problem of the interaction matrix. The comparison of our approach against other algorithms on the same reference datasets has shown good results regarding area under receiver operating characteristic curve and the area under precision-recall curve. More specifically, experimental results achieve high accuracy on golden standard datasets (e.g., Nuclear Receptors, GPCRs, Ion Channels, and Enzymes) when performed with five repetitions of tenfold cross-validation. Display graphical of the hybrid model of Matrix Factorization with Denoising Autoencoders with the help side information of drugs and targets for Prediction of Drug-Target Interactions.",1,"Matrix factorization with denoising autoencoders for prediction of drug-target interactions. Drug-target interaction is crucial in the discovery of new drugs. Computational methods can be used to identify new drug-target interactions at low costs and with reasonable accuracy. Recent studies pay more attention to machine-learning methods, ranging from matrix factorization to deep learning, in the DTI prediction. Since the interaction matrix is often extremely sparse, DTI prediction performance is significantly decreased with matrix factorization-based methods. Therefore, some matrix factorization methods utilize side information to address both the sparsity issue of the interaction matrix and the cold-start issue. By combining matrix factorization and autoencoders, we propose a hybrid DTI prediction model that simultaneously learn the hidden factors of drugs and targets from their side information and interaction matrix. The proposed method is composed of two steps: the pre-processing of the interaction matrix, and the hybrid model. We leverage the similarity matrices of both drugs and targets to address the sparsity problem of the interaction matrix. The comparison of our approach against other algorithms on the same reference datasets has shown good results regarding area under receiver operating characteristic curve and the area under precision-recall curve. More specifically, experimental results achieve high accuracy on golden standard datasets (e.g., Nuclear Receptors, GPCRs, Ion Channels, and Enzymes) when performed with five repetitions of tenfold cross-validation. Display graphical of the hybrid model of Matrix Factorization with Denoising Autoencoders with the help side information of drugs and targets for Prediction of Drug-Target Interactions."
SAM-DTA: a sequence-agnostic model for drug-target binding affinity prediction.,36545795,"Drug-target binding affinity prediction is a fundamental task for drug discovery and has been studied for decades. Most methods follow the canonical paradigm that processes the inputs of the protein (target) and the ligand (drug) separately and then combines them together. In this study we demonstrate, surprisingly, that a model is able to achieve even superior performance without access to any protein-sequence-related information. Instead, a protein is characterized completely by the ligands that it interacts. Specifically, we treat different proteins separately, which are jointly trained in a multi-head manner, so as to learn a robust and universal representation of ligands that is generalizable across proteins. Empirical evidences show that the novel paradigm outperforms its competitive sequence-based counterpart, with the Mean Squared Error (MSE) of 0.4261 versus 0.7612 and the R-Square of 0.7984 versus 0.6570 compared with DeepAffinity. We also investigate the transfer learning scenario where unseen proteins are encountered after the initial training, and the cross-dataset evaluation for prospective studies. The results reveals the robustness of the proposed model in generalizing to unseen proteins as well as in predicting future data. Source codes and data are available at https://github.com/huzqatpku/SAM-DTA.",1,"SAM-DTA: a sequence-agnostic model for drug-target binding affinity prediction. Drug-target binding affinity prediction is a fundamental task for drug discovery and has been studied for decades. Most methods follow the canonical paradigm that processes the inputs of the protein (target) and the ligand (drug) separately and then combines them together. In this study we demonstrate, surprisingly, that a model is able to achieve even superior performance without access to any protein-sequence-related information. Instead, a protein is characterized completely by the ligands that it interacts. Specifically, we treat different proteins separately, which are jointly trained in a multi-head manner, so as to learn a robust and universal representation of ligands that is generalizable across proteins. Empirical evidences show that the novel paradigm outperforms its competitive sequence-based counterpart, with the Mean Squared Error (MSE) of 0.4261 versus 0.7612 and the R-Square of 0.7984 versus 0.6570 compared with DeepAffinity. We also investigate the transfer learning scenario where unseen proteins are encountered after the initial training, and the cross-dataset evaluation for prospective studies. The results reveals the robustness of the proposed model in generalizing to unseen proteins as well as in predicting future data. Source codes and data are available at https://github.com/huzqatpku/SAM-DTA."
Multitype Perception Method for Drug-Target Interaction Prediction.,37314917,"With the growing popularity of artificial intelligence in drug discovery, many deep-learning technologies have been used to automatically predict unknown drug-target interactions (DTIs). A unique challenge in using these technologies to predict DTI is fully exploiting the knowledge diversity across different interaction types, such as drug-drug, drug-target, drug-enzyme, drug-path, and drug-structure types. Unfortunately, existing methods tend to learn the specifical knowledge on each interaction type and they usually ignore the knowledge diversity across different interaction types. Therefore, we propose a multitype perception method (MPM) for DTI prediction by exploiting knowledge diversity across different link types. The method consists of two main components: a type perceptor and a multitype predictor. The type perceptor learns distinguished edge representations by retaining the specifical features across different interaction types; this maximizes the prediction performance for each interaction type. The multitype predictor calculates the type similarity between the type perceptor and predicted interactions, and the domain gate module is reconstructed to assign an adaptive weight to each type perceptor. Extensive experiments demonstrate that our proposed MPM outperforms the state-of-the-art methods in DTI prediction.",1,"Multitype Perception Method for Drug-Target Interaction Prediction. With the growing popularity of artificial intelligence in drug discovery, many deep-learning technologies have been used to automatically predict unknown drug-target interactions (DTIs). A unique challenge in using these technologies to predict DTI is fully exploiting the knowledge diversity across different interaction types, such as drug-drug, drug-target, drug-enzyme, drug-path, and drug-structure types. Unfortunately, existing methods tend to learn the specifical knowledge on each interaction type and they usually ignore the knowledge diversity across different interaction types. Therefore, we propose a multitype perception method (MPM) for DTI prediction by exploiting knowledge diversity across different link types. The method consists of two main components: a type perceptor and a multitype predictor. The type perceptor learns distinguished edge representations by retaining the specifical features across different interaction types; this maximizes the prediction performance for each interaction type. The multitype predictor calculates the type similarity between the type perceptor and predicted interactions, and the domain gate module is reconstructed to assign an adaptive weight to each type perceptor. Extensive experiments demonstrate that our proposed MPM outperforms the state-of-the-art methods in DTI prediction."
A Framework for Improving the Generalizability of Drug-Target Affinity Prediction Models.,37988395,"<b>Statistical models that accurately predict the binding affinity of an input ligand-protein pair can greatly accelerate drug discovery. Such models are trained on available ligand-protein interaction data sets, which may contain biases that lead the predictor models to learn data set-specific, spurious patterns instead of generalizable relationships. This leads the prediction performances of these models to drop dramatically for previously unseen biomolecules. Various approaches that aim to improve model generalizability either have limited applicability or introduce the risk of degrading overall prediction performance. In this article, we present DebiasedDTA, a novel training framework for drug-target affinity (DTA) prediction models that addresses data set biases to improve the generalizability of such models. DebiasedDTA relies on reweighting the training samples to achieve robust generalization, and is thus applicable to most DTA prediction models. Extensive experiments with different biomolecule representations, model architectures, and data sets demonstrate that DebiasedDTA achieves improved generalizability in predicting drug-target affinities.</b>",0,"A Framework for Improving the Generalizability of Drug-Target Affinity Prediction Models. <b>Statistical models that accurately predict the binding affinity of an input ligand-protein pair can greatly accelerate drug discovery. Such models are trained on available ligand-protein interaction data sets, which may contain biases that lead the predictor models to learn data set-specific, spurious patterns instead of generalizable relationships. This leads the prediction performances of these models to drop dramatically for previously unseen biomolecules. Various approaches that aim to improve model generalizability either have limited applicability or introduce the risk of degrading overall prediction performance. In this article, we present DebiasedDTA, a novel training framework for drug-target affinity (DTA) prediction models that addresses data set biases to improve the generalizability of such models. DebiasedDTA relies on reweighting the training samples to achieve robust generalization, and is thus applicable to most DTA prediction models. Extensive experiments with different biomolecule representations, model architectures, and data sets demonstrate that DebiasedDTA achieves improved generalizability in predicting drug-target affinities.</b>"
MSPEDTI: Prediction of Drug-Target Interactions via Molecular Structure with Protein Evolutionary Information.,35625468,"The key to new drug discovery and development is first and foremost the search for molecular targets of drugs, thus advancing drug discovery and drug repositioning. However, traditional drug-target interactions (DTIs) is a costly, lengthy, high-risk, and low-success-rate system project. Therefore, more and more pharmaceutical companies are trying to use computational technologies to screen existing drug molecules and mine new drugs, leading to accelerating new drug development. In the current study, we designed a deep learning computational model MSPEDTI based on <b>M</b>olecular <b>S</b>tructure and <b>P</b>rotein <b>E</b>volutionary to predict the potential <b>DTI</b>s. The model first fuses protein evolutionary information and drug structure information, then a deep learning convolutional neural network (CNN) to mine its hidden features, and finally accurately predicts the associated DTIs by extreme learning machine (ELM). In cross-validation experiments, MSPEDTI achieved 94.19%, 90.95%, 87.95%, and 86.11% prediction accuracy in the gold-standard datasets enzymes, ion channels, G-protein-coupled receptors (GPCRs), and nuclear receptors, respectively. MSPEDTI showed its competitive ability in ablation experiments and comparison with previous excellent methods. Additionally, 7 of 10 potential DTIs predicted by MSPEDTI were substantiated by the classical database. These excellent outcomes demonstrate the ability of MSPEDTI to provide reliable drug candidate targets and strongly facilitate the development of drug repositioning and drug development.",1,"MSPEDTI: Prediction of Drug-Target Interactions via Molecular Structure with Protein Evolutionary Information. The key to new drug discovery and development is first and foremost the search for molecular targets of drugs, thus advancing drug discovery and drug repositioning. However, traditional drug-target interactions (DTIs) is a costly, lengthy, high-risk, and low-success-rate system project. Therefore, more and more pharmaceutical companies are trying to use computational technologies to screen existing drug molecules and mine new drugs, leading to accelerating new drug development. In the current study, we designed a deep learning computational model MSPEDTI based on <b>M</b>olecular <b>S</b>tructure and <b>P</b>rotein <b>E</b>volutionary to predict the potential <b>DTI</b>s. The model first fuses protein evolutionary information and drug structure information, then a deep learning convolutional neural network (CNN) to mine its hidden features, and finally accurately predicts the associated DTIs by extreme learning machine (ELM). In cross-validation experiments, MSPEDTI achieved 94.19%, 90.95%, 87.95%, and 86.11% prediction accuracy in the gold-standard datasets enzymes, ion channels, G-protein-coupled receptors (GPCRs), and nuclear receptors, respectively. MSPEDTI showed its competitive ability in ablation experiments and comparison with previous excellent methods. Additionally, 7 of 10 potential DTIs predicted by MSPEDTI were substantiated by the classical database. These excellent outcomes demonstrate the ability of MSPEDTI to provide reliable drug candidate targets and strongly facilitate the development of drug repositioning and drug development."
How to approach machine learning-based prediction of drug/compound-target interactions.,36747300,"The identification of drug/compound-target interactions (DTIs) constitutes the basis of drug discovery, for which computational predictive approaches have been developed. As a relatively new data-driven paradigm, proteochemometric (PCM) modeling utilizes both protein and compound properties as a pair at the input level and processes them via statistical/machine learning. The representation of input samples (i.e., proteins and their ligands) in the form of quantitative feature vectors is crucial for the extraction of interaction-related properties during the artificial learning and subsequent prediction of DTIs. Lately, the representation learning approach, in which input samples are automatically featurized via training and applying a machine/deep learning model, has been utilized in biomedical sciences. In this study, we performed a comprehensive investigation of different computational approaches/techniques for protein featurization (including both conventional approaches and the novel learned embeddings), data preparation and exploration, machine learning-based modeling, and performance evaluation with the aim of achieving better data representations and more successful learning in DTI prediction. For this, we first constructed realistic and challenging benchmark datasets on small, medium, and large scales to be used as reliable gold standards for specific DTI modeling tasks. We developed and applied a network analysis-based splitting strategy to divide datasets into structurally different training and test folds. Using these datasets together with various featurization methods, we trained and tested DTI prediction models and evaluated their performance from different angles. Our main findings can be summarized under 3 items: (i) random splitting of datasets into train and test folds leads to near-complete data memorization and produce highly over-optimistic results, as a result, should be avoided, (ii) learned protein sequence embeddings work well in DTI prediction and offer high potential, despite interaction-related properties (e.g., structures) of proteins are unused during their self-supervised model training, and (iii) during the learning process, PCM models tend to rely heavily on compound features while partially ignoring protein features, primarily due to the inherent bias in DTI data, indicating the requirement for new and unbiased datasets. We hope this study will aid researchers in designing robust and high-performing data-driven DTI prediction systems that have real-world translational value in drug discovery.",1,"How to approach machine learning-based prediction of drug/compound-target interactions. The identification of drug/compound-target interactions (DTIs) constitutes the basis of drug discovery, for which computational predictive approaches have been developed. As a relatively new data-driven paradigm, proteochemometric (PCM) modeling utilizes both protein and compound properties as a pair at the input level and processes them via statistical/machine learning. The representation of input samples (i.e., proteins and their ligands) in the form of quantitative feature vectors is crucial for the extraction of interaction-related properties during the artificial learning and subsequent prediction of DTIs. Lately, the representation learning approach, in which input samples are automatically featurized via training and applying a machine/deep learning model, has been utilized in biomedical sciences. In this study, we performed a comprehensive investigation of different computational approaches/techniques for protein featurization (including both conventional approaches and the novel learned embeddings), data preparation and exploration, machine learning-based modeling, and performance evaluation with the aim of achieving better data representations and more successful learning in DTI prediction. For this, we first constructed realistic and challenging benchmark datasets on small, medium, and large scales to be used as reliable gold standards for specific DTI modeling tasks. We developed and applied a network analysis-based splitting strategy to divide datasets into structurally different training and test folds. Using these datasets together with various featurization methods, we trained and tested DTI prediction models and evaluated their performance from different angles. Our main findings can be summarized under 3 items: (i) random splitting of datasets into train and test folds leads to near-complete data memorization and produce highly over-optimistic results, as a result, should be avoided, (ii) learned protein sequence embeddings work well in DTI prediction and offer high potential, despite interaction-related properties (e.g., structures) of proteins are unused during their self-supervised model training, and (iii) during the learning process, PCM models tend to rely heavily on compound features while partially ignoring protein features, primarily due to the inherent bias in DTI data, indicating the requirement for new and unbiased datasets. We hope this study will aid researchers in designing robust and high-performing data-driven DTI prediction systems that have real-world translational value in drug discovery."
GCHN-DTI: Predicting drug-target interactions by graph convolution on heterogeneous networks.,36058415,"Determining the interaction of drug and target plays a key role in the process of drug development and discovery. The calculation methods can predict new interactions and speed up the process of drug development. In recent studies, the network-based approaches have been proposed to predict drug-target interactions. However, these methods cannot fully utilize the node information from heterogeneous networks. Therefore, we propose a method based on heterogeneous graph convolutional neural network for drug-target interaction prediction, GCHN-DTI (Predicting drug-target interactions by graph convolution on heterogeneous net-works), to predict potential DTIs. GCHN-DTI integrates network information from drug-target interactions, drug-drug interactions, drug-similarities, target-target interactions, and target-similarities. Then, the graph convolution operation is used in the heterogeneous network to obtain the node embedding of the drugs and the targets. Furthermore, we incorporate an attention mechanism between graph convolutional layers to combine node embedding from each layer. Finally, the drug-target interaction score is predicted based on the node embedding of the drugs and the targets. Our model uses fewer network types and achieves higher prediction performance. In addition, the prediction performance of the model will be significantly improved on the dataset with a higher proportion of positive samples. The experimental evaluations show that GCHN-DTI outperforms several state-of-the-art prediction methods.",1,"GCHN-DTI: Predicting drug-target interactions by graph convolution on heterogeneous networks. Determining the interaction of drug and target plays a key role in the process of drug development and discovery. The calculation methods can predict new interactions and speed up the process of drug development. In recent studies, the network-based approaches have been proposed to predict drug-target interactions. However, these methods cannot fully utilize the node information from heterogeneous networks. Therefore, we propose a method based on heterogeneous graph convolutional neural network for drug-target interaction prediction, GCHN-DTI (Predicting drug-target interactions by graph convolution on heterogeneous net-works), to predict potential DTIs. GCHN-DTI integrates network information from drug-target interactions, drug-drug interactions, drug-similarities, target-target interactions, and target-similarities. Then, the graph convolution operation is used in the heterogeneous network to obtain the node embedding of the drugs and the targets. Furthermore, we incorporate an attention mechanism between graph convolutional layers to combine node embedding from each layer. Finally, the drug-target interaction score is predicted based on the node embedding of the drugs and the targets. Our model uses fewer network types and achieves higher prediction performance. In addition, the prediction performance of the model will be significantly improved on the dataset with a higher proportion of positive samples. The experimental evaluations show that GCHN-DTI outperforms several state-of-the-art prediction methods."
Identification of a minimum number of genes to predict triple-negative breast cancer subgroups from gene expression profiles.,36536459,"Triple-negative breast cancer (TNBC) is a very heterogeneous disease. Several gene expression and mutation profiling approaches were used to classify it, and all converged to the identification of distinct molecular subtypes, with some overlapping across different approaches. However, a standardised tool to routinely classify TNBC in the clinics and guide personalised treatment is lacking. We aimed at defining a specific gene signature for each of the six TNBC subtypes proposed by Lehman et al. in 2011 (basal-like 1 (BL1); basal-like 2 (BL2); mesenchymal (M); immunomodulatory (IM); mesenchymal stem-like (MSL); and luminal androgen receptor (LAR)), to be able to accurately predict them. Lehman's TNBCtype subtyping tool was applied to RNA-sequencing data from 482 TNBC (GSE164458), and a minimal subtype-specific gene signature was defined by combining two class comparison techniques with seven attribute selection methods. Several machine learning algorithms for subtype prediction were used, and the best classifier was applied on microarray data from 72 Italian TNBC and on the TNBC subset of the BRCA-TCGA data set. We identified two signatures with the 120 and 81 top up- and downregulated genes that define the six TNBC subtypes, with prediction accuracy ranging from 88.6 to 89.4%, and even improving after removal of the least important genes. Network analysis was used to identify highly interconnected genes within each subgroup. Two druggable matrix metalloproteinases were found in the BL1 and BL2 subsets, and several druggable targets were complementary to androgen receptor or aromatase in the LAR subset. Several secondary drug-target interactions were found among the upregulated genes in the M, IM and MSL subsets. Our study took full advantage of available TNBC data sets to stratify samples and genes into distinct subtypes, according to gene expression profiles. The development of a data mining approach to acquire a large amount of information from several data sets has allowed us to identify a well-determined minimal number of genes that may help in the recognition of TNBC subtypes. These genes, most of which have been previously found to be associated with breast cancer, have the potential to become novel diagnostic markers and/or therapeutic targets for specific TNBC subsets.",0,"Identification of a minimum number of genes to predict triple-negative breast cancer subgroups from gene expression profiles. Triple-negative breast cancer (TNBC) is a very heterogeneous disease. Several gene expression and mutation profiling approaches were used to classify it, and all converged to the identification of distinct molecular subtypes, with some overlapping across different approaches. However, a standardised tool to routinely classify TNBC in the clinics and guide personalised treatment is lacking. We aimed at defining a specific gene signature for each of the six TNBC subtypes proposed by Lehman et al. in 2011 (basal-like 1 (BL1); basal-like 2 (BL2); mesenchymal (M); immunomodulatory (IM); mesenchymal stem-like (MSL); and luminal androgen receptor (LAR)), to be able to accurately predict them. Lehman's TNBCtype subtyping tool was applied to RNA-sequencing data from 482 TNBC (GSE164458), and a minimal subtype-specific gene signature was defined by combining two class comparison techniques with seven attribute selection methods. Several machine learning algorithms for subtype prediction were used, and the best classifier was applied on microarray data from 72 Italian TNBC and on the TNBC subset of the BRCA-TCGA data set. We identified two signatures with the 120 and 81 top up- and downregulated genes that define the six TNBC subtypes, with prediction accuracy ranging from 88.6 to 89.4%, and even improving after removal of the least important genes. Network analysis was used to identify highly interconnected genes within each subgroup. Two druggable matrix metalloproteinases were found in the BL1 and BL2 subsets, and several druggable targets were complementary to androgen receptor or aromatase in the LAR subset. Several secondary drug-target interactions were found among the upregulated genes in the M, IM and MSL subsets. Our study took full advantage of available TNBC data sets to stratify samples and genes into distinct subtypes, according to gene expression profiles. The development of a data mining approach to acquire a large amount of information from several data sets has allowed us to identify a well-determined minimal number of genes that may help in the recognition of TNBC subtypes. These genes, most of which have been previously found to be associated with breast cancer, have the potential to become novel diagnostic markers and/or therapeutic targets for specific TNBC subsets."
SubMDTA: drug target affinity prediction based on substructure extraction and multi-scale features.,37679724,"Drug-target affinity (DTA) prediction is a critical step in the field of drug discovery. In recent years, deep learning-based methods have emerged for DTA prediction. In order to solve the problem of fusion of substructure information of drug molecular graphs and utilize multi-scale information of protein, a self-supervised pre-training model based on substructure extraction and multi-scale features is proposed in this paper. For drug molecules, the model obtains substructure information through the method of probability matrix, and the contrastive learning method is implemented on the graph-level representation and subgraph-level representation to pre-train the graph encoder for downstream tasks. For targets, a BiLSTM method that integrates multi-scale features is used to capture long-distance relationships in the amino acid sequence. The experimental results showed that our model achieved better performance for DTA prediction. The proposed model improves the performance of the DTA prediction, which provides a novel strategy based on substructure extraction and multi-scale features.",1,"SubMDTA: drug target affinity prediction based on substructure extraction and multi-scale features. Drug-target affinity (DTA) prediction is a critical step in the field of drug discovery. In recent years, deep learning-based methods have emerged for DTA prediction. In order to solve the problem of fusion of substructure information of drug molecular graphs and utilize multi-scale information of protein, a self-supervised pre-training model based on substructure extraction and multi-scale features is proposed in this paper. For drug molecules, the model obtains substructure information through the method of probability matrix, and the contrastive learning method is implemented on the graph-level representation and subgraph-level representation to pre-train the graph encoder for downstream tasks. For targets, a BiLSTM method that integrates multi-scale features is used to capture long-distance relationships in the amino acid sequence. The experimental results showed that our model achieved better performance for DTA prediction. The proposed model improves the performance of the DTA prediction, which provides a novel strategy based on substructure extraction and multi-scale features."
"Network pharmacology, molecular docking and experimental verification of the mechanism of huangqi-jixuecao herb pair in treatment of peritoneal fibrosis.",37437794,"Ethnopharmacological relevance: The Huangqi-Jixuecao herb pair (HQJXCHP) is a traditional herbal formula composed of two widely applied TCM prescriptions, Huangqi (Astragalus membranaceus (Fisch.) Bunge) and Jixuecao (Centella asiatica (L.) Urb.), used for hundreds of years to replenish qi and clear away heat. However, the therapeutic effects of HQJXCHP against peritoneal fibrosis (PF) and potential targets are currently unclear. Aims of the study: The main objective of this study was preliminary prediction and validation of the effects and molecular mechanisms of action of HQJXCHP against PF based on network pharmacology analysis and experimental verification. Materials and methods: The ingredients of HQJXCHP were analyzed via HPLC-Q-TOF/MS. Bioactive compounds of HQJXCHP used for network pharmacology analysis were obtained from the TCMSP database. HQJXCHP-related therapeutic targets in PF were obtained from the GeneCards, OMIM, Therapeutic Targets and PharmGkb databases. Therapeutic target-related signaling pathways were predicted via GO and KEGG pathway enrichment analyses. The targets of HQJXCHO were further validated in a PDS-induced PF mouse model in vivo and PMCs MMT model in vitro. Results: A total of 23 bioactive compounds of HQJXCHP related 188 target genes were retrieved. The HQJXCHP compound-target and PF-related target networks identified 131 common target genes. Subsequent protein-protein interaction (PPI) network analysis results disclosed Akt1, TP53, TNF, VEGFA and CASP3 as the top five key targets of HQJXCHP. Further molecular docking data revealed strong affinity of the two key compounds of HQJXCHP, quercetin and kaempferol, for these key targets. GO and KEGG pathway enrichment analyses further showed that PI3K/Akt, IL-17, TNF and TLR pathways contribute to the therapeutic effects of HQJXCHP on PF. An in vivo PDS-induced PF mouse model and in vitro PMCs mesothelial-to-mesenchymal transition (MMT) model with or without HQJXCHP intervention were used to confirm the effects and mechanisms of action of HQJXCHP. Western blot and qRT-PCR results showed that HQ, JXC and HQJXCHP reduced PDS-induced inflammatory cell aggregation and peritoneal thickening through suppressing the MMT process, among which HQJXCHP exerted the greatest therapeutic effect. Moreover, HQJXCHP inhibited activation of the PI3K/Akt, IL-17, TNF and TLR signaling pathways induced by PDS. Conclusions: This is the first study to employ network pharmacology and molecular docking analyses to predict the targets of HQJXCHP with therapeutic effects on PDS-related PF. Data from in vivo and in vitro validation experiments collectively showed that HQJXCHP delays the PF process through inhibiting PI3K/Akt, IL-17, TNF and TLR signaling pathways. Overall, our findings highlight the successful application of network pharmacology theory to provide a scientific basis for clinical utility of HQJXCHP against PF.",0,"Network pharmacology, molecular docking and experimental verification of the mechanism of huangqi-jixuecao herb pair in treatment of peritoneal fibrosis. Ethnopharmacological relevance: The Huangqi-Jixuecao herb pair (HQJXCHP) is a traditional herbal formula composed of two widely applied TCM prescriptions, Huangqi (Astragalus membranaceus (Fisch.) Bunge) and Jixuecao (Centella asiatica (L.) Urb.), used for hundreds of years to replenish qi and clear away heat. However, the therapeutic effects of HQJXCHP against peritoneal fibrosis (PF) and potential targets are currently unclear. Aims of the study: The main objective of this study was preliminary prediction and validation of the effects and molecular mechanisms of action of HQJXCHP against PF based on network pharmacology analysis and experimental verification. Materials and methods: The ingredients of HQJXCHP were analyzed via HPLC-Q-TOF/MS. Bioactive compounds of HQJXCHP used for network pharmacology analysis were obtained from the TCMSP database. HQJXCHP-related therapeutic targets in PF were obtained from the GeneCards, OMIM, Therapeutic Targets and PharmGkb databases. Therapeutic target-related signaling pathways were predicted via GO and KEGG pathway enrichment analyses. The targets of HQJXCHO were further validated in a PDS-induced PF mouse model in vivo and PMCs MMT model in vitro. Results: A total of 23 bioactive compounds of HQJXCHP related 188 target genes were retrieved. The HQJXCHP compound-target and PF-related target networks identified 131 common target genes. Subsequent protein-protein interaction (PPI) network analysis results disclosed Akt1, TP53, TNF, VEGFA and CASP3 as the top five key targets of HQJXCHP. Further molecular docking data revealed strong affinity of the two key compounds of HQJXCHP, quercetin and kaempferol, for these key targets. GO and KEGG pathway enrichment analyses further showed that PI3K/Akt, IL-17, TNF and TLR pathways contribute to the therapeutic effects of HQJXCHP on PF. An in vivo PDS-induced PF mouse model and in vitro PMCs mesothelial-to-mesenchymal transition (MMT) model with or without HQJXCHP intervention were used to confirm the effects and mechanisms of action of HQJXCHP. Western blot and qRT-PCR results showed that HQ, JXC and HQJXCHP reduced PDS-induced inflammatory cell aggregation and peritoneal thickening through suppressing the MMT process, among which HQJXCHP exerted the greatest therapeutic effect. Moreover, HQJXCHP inhibited activation of the PI3K/Akt, IL-17, TNF and TLR signaling pathways induced by PDS. Conclusions: This is the first study to employ network pharmacology and molecular docking analyses to predict the targets of HQJXCHP with therapeutic effects on PDS-related PF. Data from in vivo and in vitro validation experiments collectively showed that HQJXCHP delays the PF process through inhibiting PI3K/Akt, IL-17, TNF and TLR signaling pathways. Overall, our findings highlight the successful application of network pharmacology theory to provide a scientific basis for clinical utility of HQJXCHP against PF."
