Title,PMID,Abstract,Cross-validation,text
QSAR analysis and molecular docking simulation of norepinephrine transporter (NET) inhibitors as anti-psychotic therapeutic agents.,31692668,"The norepinephrine transporter (NET) is a Na+/Cl- coupled neurotransmitter transporter responsible for reuptake of released norepinephrine (NE) into nerve terminals in the brain, a key therapeutic used in the treatment of psychiatric disorders. A quantitative structural activity relationship (QSAR) study was performed on 50 compounds of NET inhibitors to investigate their inhibitory potencies against norepinephrine transporter as novel drugs for anti-psychotic disorders. The compounds were optimized by employing Density functional theory (DFT) with basis set of B3LYP/6-31G*. The genetic function Algorithm (GFA) approach was used to generate a highly predictive and statistically significant model with good correlation coefficient R2 Train = 0.952 Cross validated coefficient Q2 cv = 0.870 and adjusted squared correlation coefficient R2 adj = 0.898. The predictability and accuracy of the developed model was evaluated through external validation using test set compound, Y-randomization and applicability domain techniques. The results of Molecular docking analysis by using two neurotransmitter transporters PDB ID 2A65 (resolution = 1.65 Å) and PDB ID 4M48 (resolution = 2.955 Å) showed that two of the ligands (compound 12 and 44) having higher binding affinity were observed to inhibit the targets by forming hydrogen bonds and hydrophobic interactions with amino acids of the two receptors respectively. The results of these studies would provide important new insight into the molecular basis and structural requirements to design more potent and more specific therapeutic anti-psychotic drugs/agents.",1,"QSAR analysis and molecular docking simulation of norepinephrine transporter (NET) inhibitors as anti-psychotic therapeutic agents. The norepinephrine transporter (NET) is a Na+/Cl- coupled neurotransmitter transporter responsible for reuptake of released norepinephrine (NE) into nerve terminals in the brain, a key therapeutic used in the treatment of psychiatric disorders. A quantitative structural activity relationship (QSAR) study was performed on 50 compounds of NET inhibitors to investigate their inhibitory potencies against norepinephrine transporter as novel drugs for anti-psychotic disorders. The compounds were optimized by employing Density functional theory (DFT) with basis set of B3LYP/6-31G*. The genetic function Algorithm (GFA) approach was used to generate a highly predictive and statistically significant model with good correlation coefficient R2 Train = 0.952 Cross validated coefficient Q2 cv = 0.870 and adjusted squared correlation coefficient R2 adj = 0.898. The predictability and accuracy of the developed model was evaluated through external validation using test set compound, Y-randomization and applicability domain techniques. The results of Molecular docking analysis by using two neurotransmitter transporters PDB ID 2A65 (resolution = 1.65 Å) and PDB ID 4M48 (resolution = 2.955 Å) showed that two of the ligands (compound 12 and 44) having higher binding affinity were observed to inhibit the targets by forming hydrogen bonds and hydrophobic interactions with amino acids of the two receptors respectively. The results of these studies would provide important new insight into the molecular basis and structural requirements to design more potent and more specific therapeutic anti-psychotic drugs/agents."
Neuro-symbolic representation learning on biological knowledge graphs.,28449114,"Motivation: Biological data and knowledge bases increasingly rely on Semantic Web technologies and the use of knowledge graphs for data integration, retrieval and federated queries. In the past years, feature learning methods that are applicable to graph-structured data are becoming available, but have not yet widely been applied and evaluated on structured biological knowledge. Results: We develop a novel method for feature learning on biological knowledge graphs. Our method combines symbolic methods, in particular knowledge representation using symbolic logic and automated reasoning, with neural networks to generate embeddings of nodes that encode for related information within knowledge graphs. Through the use of symbolic logic, these embeddings contain both explicit and implicit information. We apply these embeddings to the prediction of edges in the knowledge graph representing problems of function prediction, finding candidate genes of diseases, protein-protein interactions, or drug target relations, and demonstrate performance that matches and sometimes outperforms traditional approaches based on manually crafted features. Our method can be applied to any biological knowledge graph, and will thereby open up the increasing amount of Semantic Web based knowledge bases in biology to use in machine learning and data analytics.",0,"Neuro-symbolic representation learning on biological knowledge graphs. Motivation: Biological data and knowledge bases increasingly rely on Semantic Web technologies and the use of knowledge graphs for data integration, retrieval and federated queries. In the past years, feature learning methods that are applicable to graph-structured data are becoming available, but have not yet widely been applied and evaluated on structured biological knowledge. Results: We develop a novel method for feature learning on biological knowledge graphs. Our method combines symbolic methods, in particular knowledge representation using symbolic logic and automated reasoning, with neural networks to generate embeddings of nodes that encode for related information within knowledge graphs. Through the use of symbolic logic, these embeddings contain both explicit and implicit information. We apply these embeddings to the prediction of edges in the knowledge graph representing problems of function prediction, finding candidate genes of diseases, protein-protein interactions, or drug target relations, and demonstrate performance that matches and sometimes outperforms traditional approaches based on manually crafted features. Our method can be applied to any biological knowledge graph, and will thereby open up the increasing amount of Semantic Web based knowledge bases in biology to use in machine learning and data analytics."
Clinicopathological significance of DAPK promoter methylation in non-small-cell lung cancer: a systematic review and meta-analysis.,30588095,"Background: Lung carcinogenesis is related to silencing of tumor suppressor genes and activation of oncogenes. The aim was to investigate the significance of death-associated protein kinase (DAPK) methylation in non-small-cell lung cancer (NSCLC) through a meta-analysis. Methods: A detailed literature search was made in PubMed, Embase, and Web of Science databases. All analysis was performed with Review Manager 5.2. Results: In total, 28 studies with a total of 2,148 patients were involved. The frequency of DAPK promoter hypermethylation was 40.50% in NSCLC, significantly higher than in nonmalignant lung tissue; the pooled OR was 5.69, P<0.00001. Additionally, DAPK promoter hypermethylation was significantly correlated with poor overall survival in patients with NSCLC. However, there was no significant difference found while comparing the rate of DAPK promoter hypermethylation in adenocarcinoma and squamous cell cancer. The rate of DAPK promoter hypermethylation was similar between stage III/IV and stage I/II. In addition, the data showed that DAPK promoter hypermethylation was not associated with smoking behavior in patients with NSCLC. Conclusion: DAPK promoter hypermethylation is correlated with risk of NSCLC and is a potential biomarker for prediction of poor prognosis in patients with NSCLC.",0,"Clinicopathological significance of DAPK promoter methylation in non-small-cell lung cancer: a systematic review and meta-analysis. Background: Lung carcinogenesis is related to silencing of tumor suppressor genes and activation of oncogenes. The aim was to investigate the significance of death-associated protein kinase (DAPK) methylation in non-small-cell lung cancer (NSCLC) through a meta-analysis. Methods: A detailed literature search was made in PubMed, Embase, and Web of Science databases. All analysis was performed with Review Manager 5.2. Results: In total, 28 studies with a total of 2,148 patients were involved. The frequency of DAPK promoter hypermethylation was 40.50% in NSCLC, significantly higher than in nonmalignant lung tissue; the pooled OR was 5.69, P<0.00001. Additionally, DAPK promoter hypermethylation was significantly correlated with poor overall survival in patients with NSCLC. However, there was no significant difference found while comparing the rate of DAPK promoter hypermethylation in adenocarcinoma and squamous cell cancer. The rate of DAPK promoter hypermethylation was similar between stage III/IV and stage I/II. In addition, the data showed that DAPK promoter hypermethylation was not associated with smoking behavior in patients with NSCLC. Conclusion: DAPK promoter hypermethylation is correlated with risk of NSCLC and is a potential biomarker for prediction of poor prognosis in patients with NSCLC."
Pre-training graph neural networks for link prediction in biomedical networks.,35171981,"Motivation: Graphs or networks are widely utilized to model the interactions between different entities (e.g. proteins, drugs, etc.) for biomedical applications. Predicting potential interactions/links in biomedical networks is important for understanding the pathological mechanisms of various complex human diseases, as well as screening compound targets for drug discovery. Graph neural networks (GNNs) have been utilized for link prediction in various biomedical networks, which rely on the node features extracted from different data sources, e.g. sequence, structure and network data. However, it is challenging to effectively integrate these data sources and automatically extract features for different link prediction tasks. Results: In this article, we propose a novel Pre-Training Graph Neural Networks-based framework named PT-GNN to integrate different data sources for link prediction in biomedical networks. First, we design expressive deep learning methods [e.g. convolutional neural network and graph convolutional network (GCN)] to learn features for individual nodes from sequence and structure data. Second, we further propose a GCN-based encoder to effectively refine the node features by modelling the dependencies among nodes in the network. Third, the node features are pre-trained based on graph reconstruction tasks. The pre-trained features can be used for model initialization in downstream tasks. Extensive experiments have been conducted on two critical link prediction tasks, i.e. synthetic lethality (SL) prediction and drug-target interaction (DTI) prediction. Experimental results demonstrate PT-GNN outperforms the state-of-the-art methods for SL prediction and DTI prediction. In addition, the pre-trained features benefit improving the performance and reduce the training time of existing models. Availability and implementation: Python codes and dataset are available at: https://github.com/longyahui/PT-GNN.",0,"Pre-training graph neural networks for link prediction in biomedical networks. Motivation: Graphs or networks are widely utilized to model the interactions between different entities (e.g. proteins, drugs, etc.) for biomedical applications. Predicting potential interactions/links in biomedical networks is important for understanding the pathological mechanisms of various complex human diseases, as well as screening compound targets for drug discovery. Graph neural networks (GNNs) have been utilized for link prediction in various biomedical networks, which rely on the node features extracted from different data sources, e.g. sequence, structure and network data. However, it is challenging to effectively integrate these data sources and automatically extract features for different link prediction tasks. Results: In this article, we propose a novel Pre-Training Graph Neural Networks-based framework named PT-GNN to integrate different data sources for link prediction in biomedical networks. First, we design expressive deep learning methods [e.g. convolutional neural network and graph convolutional network (GCN)] to learn features for individual nodes from sequence and structure data. Second, we further propose a GCN-based encoder to effectively refine the node features by modelling the dependencies among nodes in the network. Third, the node features are pre-trained based on graph reconstruction tasks. The pre-trained features can be used for model initialization in downstream tasks. Extensive experiments have been conducted on two critical link prediction tasks, i.e. synthetic lethality (SL) prediction and drug-target interaction (DTI) prediction. Experimental results demonstrate PT-GNN outperforms the state-of-the-art methods for SL prediction and DTI prediction. In addition, the pre-trained features benefit improving the performance and reduce the training time of existing models. Availability and implementation: Python codes and dataset are available at: https://github.com/longyahui/PT-GNN."
Predicting DNA-binding proteins and binding residues by complex structure prediction and application to human proteome.,24792350,"As more and more protein sequences are uncovered from increasingly inexpensive sequencing techniques, an urgent task is to find their functions. This work presents a highly reliable computational technique for predicting DNA-binding function at the level of protein-DNA complex structures, rather than low-resolution two-state prediction of DNA-binding as most existing techniques do. The method first predicts protein-DNA complex structure by utilizing the template-based structure prediction technique HHblits, followed by binding affinity prediction based on a knowledge-based energy function (Distance-scaled finite ideal-gas reference state for protein-DNA interactions). A leave-one-out cross validation of the method based on 179 DNA-binding and 3797 non-binding protein domains achieves a Matthews correlation coefficient (MCC) of 0.77 with high precision (94%) and high sensitivity (65%). We further found 51% sensitivity for 82 newly determined structures of DNA-binding proteins and 56% sensitivity for the human proteome. In addition, the method provides a reasonably accurate prediction of DNA-binding residues in proteins based on predicted DNA-binding complex structures. Its application to human proteome leads to more than 300 novel DNA-binding proteins; some of these predicted structures were validated by known structures of homologous proteins in APO forms. The method [SPOT-Seq (DNA)] is available as an on-line server at http://sparks-lab.org.",1,"Predicting DNA-binding proteins and binding residues by complex structure prediction and application to human proteome. As more and more protein sequences are uncovered from increasingly inexpensive sequencing techniques, an urgent task is to find their functions. This work presents a highly reliable computational technique for predicting DNA-binding function at the level of protein-DNA complex structures, rather than low-resolution two-state prediction of DNA-binding as most existing techniques do. The method first predicts protein-DNA complex structure by utilizing the template-based structure prediction technique HHblits, followed by binding affinity prediction based on a knowledge-based energy function (Distance-scaled finite ideal-gas reference state for protein-DNA interactions). A leave-one-out cross validation of the method based on 179 DNA-binding and 3797 non-binding protein domains achieves a Matthews correlation coefficient (MCC) of 0.77 with high precision (94%) and high sensitivity (65%). We further found 51% sensitivity for 82 newly determined structures of DNA-binding proteins and 56% sensitivity for the human proteome. In addition, the method provides a reasonably accurate prediction of DNA-binding residues in proteins based on predicted DNA-binding complex structures. Its application to human proteome leads to more than 300 novel DNA-binding proteins; some of these predicted structures were validated by known structures of homologous proteins in APO forms. The method [SPOT-Seq (DNA)] is available as an on-line server at http://sparks-lab.org."
Quantitative structure-activity relationship and molecular docking studies of a series of quinazolinonyl analogues as inhibitors of gamma amino butyric acid aminotransferase.,27942417,"Quantitative structure-activity relationship and molecular docking studies were carried out on a series of quinazolinonyl analogues as anticonvulsant inhibitors. Density Functional Theory (DFT) quantum chemical calculation method was used to find the optimized geometry of the anticonvulsants inhibitors. Four types of molecular descriptors were used to derive a quantitative relation between anticonvulsant activity and structural properties. The relevant molecular descriptors were selected by Genetic Function Algorithm (GFA). The best model was validated and found to be statistically significant with squared correlation coefficient (R2) of 0.934, adjusted squared correlation coefficient (R2adj) value of 0.912, Leave one out (LOO) cross validation coefficient (Q2) value of 0.8695 and the external validation (R2pred) of 0.72. Docking analysis revealed that the best compound with the docking scores of -9.5 kcal/mol formed hydrophobic interaction and H-bonding with amino acid residues of gamma aminobutyric acid aminotransferase (GABAAT). This research has shown that the binding affinity generated was found to be better than the commercially sold anti-epilepsy drug, vigabatrin. Also, it was found to be better than the one reported by other researcher. Our QSAR model and molecular docking results corroborate with each other and propose the directions for the design of new inhibitors with better activity against GABAAT. The present study will help in rational drug design and synthesis of new selective GABAAT inhibitors with predetermined affinity and activity and provides valuable information for the understanding of interactions between GABAAT and the anticonvulsants inhibitors.",1,"Quantitative structure-activity relationship and molecular docking studies of a series of quinazolinonyl analogues as inhibitors of gamma amino butyric acid aminotransferase. Quantitative structure-activity relationship and molecular docking studies were carried out on a series of quinazolinonyl analogues as anticonvulsant inhibitors. Density Functional Theory (DFT) quantum chemical calculation method was used to find the optimized geometry of the anticonvulsants inhibitors. Four types of molecular descriptors were used to derive a quantitative relation between anticonvulsant activity and structural properties. The relevant molecular descriptors were selected by Genetic Function Algorithm (GFA). The best model was validated and found to be statistically significant with squared correlation coefficient (R2) of 0.934, adjusted squared correlation coefficient (R2adj) value of 0.912, Leave one out (LOO) cross validation coefficient (Q2) value of 0.8695 and the external validation (R2pred) of 0.72. Docking analysis revealed that the best compound with the docking scores of -9.5 kcal/mol formed hydrophobic interaction and H-bonding with amino acid residues of gamma aminobutyric acid aminotransferase (GABAAT). This research has shown that the binding affinity generated was found to be better than the commercially sold anti-epilepsy drug, vigabatrin. Also, it was found to be better than the one reported by other researcher. Our QSAR model and molecular docking results corroborate with each other and propose the directions for the design of new inhibitors with better activity against GABAAT. The present study will help in rational drug design and synthesis of new selective GABAAT inhibitors with predetermined affinity and activity and provides valuable information for the understanding of interactions between GABAAT and the anticonvulsants inhibitors."
In silico prediction of chemical mechanism of action via an improved network-based inference method.,27646592,"Background and purpose: Deciphering chemical mechanism of action (MoA) enables the development of novel therapeutics (e.g. drug repositioning) and evaluation of drug side effects. Development of novel computational methods for chemical MoA assessment under a systems pharmacology framework would accelerate drug discovery and development with greater efficiency and low cost. Experimental approach: In this study, we proposed an improved network-based inference method, balanced substructure-drug-target network-based inference (bSDTNBI), to predict MoA for old drugs, clinically failed drugs and new chemical entities. Specifically, three parameters were introduced into network-based resource diffusion processes to adjust the initial resource allocation of different node types, the weighted values of different edge types and the influence of hub nodes. The performance of the method was systematically validated by benchmark datasets and bioassays. Key results: High performance was yielded for bSDTNBI in both 10-fold and leave-one-out cross validations. A global drug-target network was built to explore MoA of anticancer drugs and repurpose old drugs for 15 cancer types/subtypes. In a case study, 27 predicted candidates among 56 commercially available compounds were experimentally validated to have binding affinities on oestrogen receptor α with IC50 or EC50 values ≤10 μM. Furthermore, two dual ligands with both agonistic and antagonistic activities ≤1 μM would provide potential lead compounds for the development of novel targeted therapy in breast cancer or osteoporosis. Conclusion and implications: In summary, bSDTNBI would provide a powerful tool for the MoA assessment on both old drugs and novel compounds in drug discovery and development.",1,"In silico prediction of chemical mechanism of action via an improved network-based inference method. Background and purpose: Deciphering chemical mechanism of action (MoA) enables the development of novel therapeutics (e.g. drug repositioning) and evaluation of drug side effects. Development of novel computational methods for chemical MoA assessment under a systems pharmacology framework would accelerate drug discovery and development with greater efficiency and low cost. Experimental approach: In this study, we proposed an improved network-based inference method, balanced substructure-drug-target network-based inference (bSDTNBI), to predict MoA for old drugs, clinically failed drugs and new chemical entities. Specifically, three parameters were introduced into network-based resource diffusion processes to adjust the initial resource allocation of different node types, the weighted values of different edge types and the influence of hub nodes. The performance of the method was systematically validated by benchmark datasets and bioassays. Key results: High performance was yielded for bSDTNBI in both 10-fold and leave-one-out cross validations. A global drug-target network was built to explore MoA of anticancer drugs and repurpose old drugs for 15 cancer types/subtypes. In a case study, 27 predicted candidates among 56 commercially available compounds were experimentally validated to have binding affinities on oestrogen receptor α with IC50 or EC50 values ≤10 μM. Furthermore, two dual ligands with both agonistic and antagonistic activities ≤1 μM would provide potential lead compounds for the development of novel targeted therapy in breast cancer or osteoporosis. Conclusion and implications: In summary, bSDTNBI would provide a powerful tool for the MoA assessment on both old drugs and novel compounds in drug discovery and development."
Learning representation for multiple biological networks via a robust graph regularized integration approach.,34607360,"Learning node representation is a fundamental problem in biological network analysis, as compact representation features reveal complicated network structures and carry useful information for downstream tasks such as link prediction and node classification. Recently, multiple networks that profile objects from different aspects are increasingly accumulated, providing the opportunity to learn objects from multiple perspectives. However, the complex common and specific information across different networks pose challenges to node representation methods. Moreover, ubiquitous noise in networks calls for more robust representation. To deal with these problems, we present a representation learning method for multiple biological networks. First, we accommodate the noise and spurious edges in networks using denoised diffusion, providing robust connectivity structures for the subsequent representation learning. Then, we introduce a graph regularized integration model to combine refined networks and compute common representation features. By using the regularized decomposition technique, the proposed model can effectively preserve the common structural property of different networks and simultaneously accommodate their specific information, leading to a consistent representation. A simulation study shows the superiority of the proposed method on different levels of noisy networks. Three network-based inference tasks, including drug-target interaction prediction, gene function identification and fine-grained species categorization, are conducted using representation features learned from our method. Biological networks at different scales and levels of sparsity are involved. Experimental results on real-world data show that the proposed method has robust performance compared with alternatives. Overall, by eliminating noise and integrating effectively, the proposed method is able to learn useful representations from multiple biological networks.",0,"Learning representation for multiple biological networks via a robust graph regularized integration approach. Learning node representation is a fundamental problem in biological network analysis, as compact representation features reveal complicated network structures and carry useful information for downstream tasks such as link prediction and node classification. Recently, multiple networks that profile objects from different aspects are increasingly accumulated, providing the opportunity to learn objects from multiple perspectives. However, the complex common and specific information across different networks pose challenges to node representation methods. Moreover, ubiquitous noise in networks calls for more robust representation. To deal with these problems, we present a representation learning method for multiple biological networks. First, we accommodate the noise and spurious edges in networks using denoised diffusion, providing robust connectivity structures for the subsequent representation learning. Then, we introduce a graph regularized integration model to combine refined networks and compute common representation features. By using the regularized decomposition technique, the proposed model can effectively preserve the common structural property of different networks and simultaneously accommodate their specific information, leading to a consistent representation. A simulation study shows the superiority of the proposed method on different levels of noisy networks. Three network-based inference tasks, including drug-target interaction prediction, gene function identification and fine-grained species categorization, are conducted using representation features learned from our method. Biological networks at different scales and levels of sparsity are involved. Experimental results on real-world data show that the proposed method has robust performance compared with alternatives. Overall, by eliminating noise and integrating effectively, the proposed method is able to learn useful representations from multiple biological networks."
Inactivation of cell-free HIV-1 by designing potent peptides based on mutations in the CD4 binding site.,37889430,"Human immunodeficiency virus type 1 (HIV-1) is a major global health problem, with over 38 million people infected worldwide. Current anti-HIV-1 drugs are limited in their ability to prevent the virus from replicating inside host cells, making them less effective as preventive measures. In contrast, viral inhibitors that inactivate the virus before it can bind to a host cell have great potential as drugs. In this study, we aimed to design mutant peptides that could block the interaction between gp120 and the CD4 receptor on host cells, thus preventing HIV-1 infection. We designed a 20-amino-acid peptide that mimicked the amino acids of the CD4 binding site and docked it to gp120. Molecular dynamics simulations were performed to calculate the energy of MMPBSA (Poisson-Boltzmann Surface Area) for each residue of the peptide, and unfavorable energy residues were identified as potential mutation points. Using MAESTRO (Multi AgEnt STability pRedictiOn), we measured ΔΔG (change in the change in Gibbs free energy) for mutations and generated a library of 240 mutated peptides using OSPREY software. The peptides were then screened for allergenicity and binding affinity. Finally, molecular dynamics simulations (via GROMACS 2020.2) and control docking (via HADDOCK 2.4) were used to evaluate the ability of four selected peptides to inhibit HIV-1 infection. Three peptides, P3 (AHRQIRQWFLTRGPNRSLWQ), P4 (VHRQIRQWFLTRGPNRSLWQ), and P9 (AHRQIRQMFLTRGPNRSLWQ), showed practical and potential as HIV inhibitors, based on their binding affinity and ability to inhibit infection. These peptides have the ability to inactivate the virus before it can bind to a host cell, thus representing a promising approach to HIV-1 prevention. Our findings suggest that mutant peptides designed to block the interaction between gp120 and the CD4 receptor have potential as HIV-1 inhibitors. These peptides could be used as preventive measures against HIV-1 transmission, and further research is needed to evaluate their safety and efficacy in clinical settings.",0,"Inactivation of cell-free HIV-1 by designing potent peptides based on mutations in the CD4 binding site. Human immunodeficiency virus type 1 (HIV-1) is a major global health problem, with over 38 million people infected worldwide. Current anti-HIV-1 drugs are limited in their ability to prevent the virus from replicating inside host cells, making them less effective as preventive measures. In contrast, viral inhibitors that inactivate the virus before it can bind to a host cell have great potential as drugs. In this study, we aimed to design mutant peptides that could block the interaction between gp120 and the CD4 receptor on host cells, thus preventing HIV-1 infection. We designed a 20-amino-acid peptide that mimicked the amino acids of the CD4 binding site and docked it to gp120. Molecular dynamics simulations were performed to calculate the energy of MMPBSA (Poisson-Boltzmann Surface Area) for each residue of the peptide, and unfavorable energy residues were identified as potential mutation points. Using MAESTRO (Multi AgEnt STability pRedictiOn), we measured ΔΔG (change in the change in Gibbs free energy) for mutations and generated a library of 240 mutated peptides using OSPREY software. The peptides were then screened for allergenicity and binding affinity. Finally, molecular dynamics simulations (via GROMACS 2020.2) and control docking (via HADDOCK 2.4) were used to evaluate the ability of four selected peptides to inhibit HIV-1 infection. Three peptides, P3 (AHRQIRQWFLTRGPNRSLWQ), P4 (VHRQIRQWFLTRGPNRSLWQ), and P9 (AHRQIRQMFLTRGPNRSLWQ), showed practical and potential as HIV inhibitors, based on their binding affinity and ability to inhibit infection. These peptides have the ability to inactivate the virus before it can bind to a host cell, thus representing a promising approach to HIV-1 prevention. Our findings suggest that mutant peptides designed to block the interaction between gp120 and the CD4 receptor have potential as HIV-1 inhibitors. These peptides could be used as preventive measures against HIV-1 transmission, and further research is needed to evaluate their safety and efficacy in clinical settings."
Binding affinity prediction of S. cerevisiae 14-3-3 and GYF peptide-recognition domains using support vector regression.,28269042,"Proteins interact with other proteins and bio-molecules to carry out biological processes in a cell. Computational models help understanding complex biochemical processes that happens throughout the life of a cell. Domain-mediated protein interaction to peptides one such complex problem in bioinformatics that requires computational predictive models to identify meaningful bindings. In this study, domain-peptide binding affinity prediction models are proposed based on support vector regression. Proposed models are applied to yeast bmh 14-3-3 and syh GYF peptide-recognition domains. The cross validated results of the domain-peptide binding affinity data sets show that predictive performance of the support vector based models are efficient.",1,"Binding affinity prediction of S. cerevisiae 14-3-3 and GYF peptide-recognition domains using support vector regression. Proteins interact with other proteins and bio-molecules to carry out biological processes in a cell. Computational models help understanding complex biochemical processes that happens throughout the life of a cell. Domain-mediated protein interaction to peptides one such complex problem in bioinformatics that requires computational predictive models to identify meaningful bindings. In this study, domain-peptide binding affinity prediction models are proposed based on support vector regression. Proposed models are applied to yeast bmh 14-3-3 and syh GYF peptide-recognition domains. The cross validated results of the domain-peptide binding affinity data sets show that predictive performance of the support vector based models are efficient."
iCDI-W2vCom: Identifying the Ion Channel-Drug Interaction in Cellular Networking Based on word2vec and node2vec.,34567088,"Ion channels are the second largest drug target family. Ion channel dysfunction may lead to a number of diseases such as Alzheimer's disease, epilepsy, cephalagra, and type II diabetes. In the research work for predicting ion channel-drug, computational approaches are effective and efficient compared with the costly, labor-intensive, and time-consuming experimental methods. Most of the existing methods can only be used to deal with the ion channels of knowing 3D structures; however, the 3D structures of most ion channels are still unknown. Many predictors based on protein sequence were developed to address the challenge, while most of their results need to be improved, or predicting web servers are missing. In this paper, a sequence-based classifier, called 'iCDI-W2vCom,' was developed to identify the interactions between ion channels and drugs. In the predictor, the drug compound was formulated by SMILES-word2vec, FP2-word2vec, SMILES-node2vec, and ECFPs via a 1184D vector, ion channel was represented by the word2vec via a 64D vector, and the prediction engine was operated by the LightGBM classifier. The accuracy and AUC achieved by iCDI-W2vCom via the fivefold cross validation were 91.95% and 0.9703, which outperformed other existing predictors in this area. A user-friendly web server for iCDI-W2vCom was established at http://www.jci-bioinfo.cn/icdiw2v. The proposed method may also be a potential method for predicting target-drug interaction.",1,"iCDI-W2vCom: Identifying the Ion Channel-Drug Interaction in Cellular Networking Based on word2vec and node2vec. Ion channels are the second largest drug target family. Ion channel dysfunction may lead to a number of diseases such as Alzheimer's disease, epilepsy, cephalagra, and type II diabetes. In the research work for predicting ion channel-drug, computational approaches are effective and efficient compared with the costly, labor-intensive, and time-consuming experimental methods. Most of the existing methods can only be used to deal with the ion channels of knowing 3D structures; however, the 3D structures of most ion channels are still unknown. Many predictors based on protein sequence were developed to address the challenge, while most of their results need to be improved, or predicting web servers are missing. In this paper, a sequence-based classifier, called 'iCDI-W2vCom,' was developed to identify the interactions between ion channels and drugs. In the predictor, the drug compound was formulated by SMILES-word2vec, FP2-word2vec, SMILES-node2vec, and ECFPs via a 1184D vector, ion channel was represented by the word2vec via a 64D vector, and the prediction engine was operated by the LightGBM classifier. The accuracy and AUC achieved by iCDI-W2vCom via the fivefold cross validation were 91.95% and 0.9703, which outperformed other existing predictors in this area. A user-friendly web server for iCDI-W2vCom was established at http://www.jci-bioinfo.cn/icdiw2v. The proposed method may also be a potential method for predicting target-drug interaction."
Force field-inspired molecular representation learning for property prediction.,36747267,"Molecular representation learning is a crucial task to accelerate drug discovery and materials design. Graph neural networks (GNNs) have emerged as a promising approach to tackle this task. However, most of them do not fully consider the intramolecular interactions, i.e. bond stretching, angle bending, torsion, and nonbonded interactions, which are critical for determining molecular property. Recently, a growing number of 3D-aware GNNs have been proposed to cope with the issue, while these models usually need large datasets and accurate spatial information. In this work, we aim to design a GNN which is less dependent on the quantity and quality of datasets. To this end, we propose a force field-inspired neural network (FFiNet), which can include all the interactions by incorporating the functional form of the potential energy of molecules. Experiments show that FFiNet achieves state-of-the-art performance on various molecular property datasets including both small molecules and large protein-ligand complexes, even on those datasets which are relatively small and without accurate spatial information. Moreover, the visualization for FFiNet indicates that it automatically learns the relationship between property and structure, which can promote an in-depth understanding of molecular structure.",0,"Force field-inspired molecular representation learning for property prediction. Molecular representation learning is a crucial task to accelerate drug discovery and materials design. Graph neural networks (GNNs) have emerged as a promising approach to tackle this task. However, most of them do not fully consider the intramolecular interactions, i.e. bond stretching, angle bending, torsion, and nonbonded interactions, which are critical for determining molecular property. Recently, a growing number of 3D-aware GNNs have been proposed to cope with the issue, while these models usually need large datasets and accurate spatial information. In this work, we aim to design a GNN which is less dependent on the quantity and quality of datasets. To this end, we propose a force field-inspired neural network (FFiNet), which can include all the interactions by incorporating the functional form of the potential energy of molecules. Experiments show that FFiNet achieves state-of-the-art performance on various molecular property datasets including both small molecules and large protein-ligand complexes, even on those datasets which are relatively small and without accurate spatial information. Moreover, the visualization for FFiNet indicates that it automatically learns the relationship between property and structure, which can promote an in-depth understanding of molecular structure."
