Title,PMID,Abstract,RMSE,text
Non-linearity of Metabolic Pathways Critically Influences the Choice of Machine Learning Model.,35757298,"The use of machine learning (ML) in life sciences has gained wide interest over the past years, as it speeds up the development of high performing models. Important modeling tools in biology have proven their worth for pathway design, such as mechanistic models and metabolic networks, as
they allow better understanding of mechanisms involved in the functioning of organisms. However, little has been done on the use of ML to model metabolic pathways, and the degree of non-linearity associated with them is not clear. Here, we report the construction of different metabolic pathways with
several linear and non-linear ML models. Different types of data are used; they lead to the prediction of important biological data, such as pathway flux and final product concentration. A comparison reveals that the data features impact model performance and highlight the effectiveness of
non-linear models (e.g., QRF: RMSE = 0.021 nmol·min<sup>-1</sup> and R<sup>2</sup> = 1 vs. Bayesian GLM: RMSE = 1.379 nmol·min<sup>-1</sup> R<sup>2</sup> = 0.823). It turns out that the greater the degree of non-linearity of the pathway, the better suited a non-linear model will be. Therefore, a
decision-making support for pathway modeling is established. These findings generally support the hypothesis that non-linear aspects predominate within the metabolic pathways. This must be taken into account when devising possible applications of these pathways for the identification of biomarkers
of diseases (e.g., infections, cancer, neurodegenerative diseases) or the optimization of industrial production processes.",1,"Non-linearity of Metabolic Pathways Critically Influences the Choice of Machine Learning Model. The use of machine learning (ML) in life sciences has gained wide interest over the past years, as it speeds up the development of high performing models. Important modeling tools in biology have proven their worth for pathway design, such as mechanistic models and metabolic networks, as
they allow better understanding of mechanisms involved in the functioning of organisms. However, little has been done on the use of ML to model metabolic pathways, and the degree of non-linearity associated with them is not clear. Here, we report the construction of different metabolic pathways with
several linear and non-linear ML models. Different types of data are used; they lead to the prediction of important biological data, such as pathway flux and final product concentration. A comparison reveals that the data features impact model performance and highlight the effectiveness of
non-linear models (e.g., QRF: RMSE = 0.021 nmol·min<sup>-1</sup> and R<sup>2</sup> = 1 vs. Bayesian GLM: RMSE = 1.379 nmol·min<sup>-1</sup> R<sup>2</sup> = 0.823). It turns out that the greater the degree of non-linearity of the pathway, the better suited a non-linear model will be. Therefore, a
decision-making support for pathway modeling is established. These findings generally support the hypothesis that non-linear aspects predominate within the metabolic pathways. This must be taken into account when devising possible applications of these pathways for the identification of biomarkers
of diseases (e.g., infections, cancer, neurodegenerative diseases) or the optimization of industrial production processes."
Prediction of drug-target binding affinity using similarity-based convolutional neural network.,33627791,"Identifying novel drug-target interactions (DTIs) plays an important role in drug discovery. Most of the computational methods developed for predicting DTIs use binary classification, whose goal is to determine whether or not a drug-target (DT) pair interacts. However, it is more
meaningful but also more challenging to predict the binding affinity that describes the strength of the interaction between a DT pair. If the binding affinity is not sufficiently large, such drug may not be useful. Therefore, the methods for predicting DT binding affinities are very valuable. The
increase in novel public affinity data available in the DT-related databases enables advanced deep learning techniques to be used to predict binding affinities. In this paper, we propose a similarity-based model that applies 2-dimensional (2D) convolutional neural network (CNN) to the outer products
between column vectors of two similarity matrices for the drugs and targets to predict DT binding affinities. To our best knowledge, this is the first application of 2D CNN in similarity-based DT binding affinity prediction. The validation results on multiple public datasets show that the proposed
model is an effective approach for DT binding affinity prediction and can be quite helpful in drug development process.",0,"Prediction of drug-target binding affinity using similarity-based convolutional neural network. Identifying novel drug-target interactions (DTIs) plays an important role in drug discovery. Most of the computational methods developed for predicting DTIs use binary classification, whose goal is to determine whether or not a drug-target (DT) pair interacts. However, it is more
meaningful but also more challenging to predict the binding affinity that describes the strength of the interaction between a DT pair. If the binding affinity is not sufficiently large, such drug may not be useful. Therefore, the methods for predicting DT binding affinities are very valuable. The
increase in novel public affinity data available in the DT-related databases enables advanced deep learning techniques to be used to predict binding affinities. In this paper, we propose a similarity-based model that applies 2-dimensional (2D) convolutional neural network (CNN) to the outer products
between column vectors of two similarity matrices for the drugs and targets to predict DT binding affinities. To our best knowledge, this is the first application of 2D CNN in similarity-based DT binding affinity prediction. The validation results on multiple public datasets show that the proposed
model is an effective approach for DT binding affinity prediction and can be quite helpful in drug development process."
DeepDTA: deep drug-target binding affinity prediction.,30423097,"The identification of novel drug-target (DT) interactions is a substantial part of the drug discovery process. Most of the computational methods that have been proposed to predict DT interactions have focused on binary classification, where the goal is to determine whether a DT pair
interacts or not. However, protein-ligand interactions assume a continuum of binding strength values, also called binding affinity and predicting this value still remains a challenge. The increase in the affinity data available in DT knowledge-bases allows the use of advanced learning techniques
such as deep learning architectures in the prediction of binding affinities. In this study, we propose a deep-learning based model that uses only sequence information of both targets and drugs to predict DT interaction binding affinities. The few studies that focus on DT binding affinity prediction
use either 3D structures of protein-ligand complexes or 2D features of compounds. One novel approach used in this work is the modeling of protein sequences and compound 1D representations with convolutional neural networks (CNNs). The results show that the proposed deep learning based model that
uses the 1D representations of targets and drugs is an effective approach for drug target binding affinity prediction. The model in which high-level representations of a drug and a target are constructed via CNNs achieved the best Concordance Index (CI) performance in one of our larger benchmark
datasets, outperforming the KronRLS algorithm and SimBoost, a state-of-the-art method for DT binding affinity prediction. https://github.com/hkmztrk/DeepDTA. Supplementary data are available at Bioinformatics online.",0,"DeepDTA: deep drug-target binding affinity prediction. The identification of novel drug-target (DT) interactions is a substantial part of the drug discovery process. Most of the computational methods that have been proposed to predict DT interactions have focused on binary classification, where the goal is to determine whether a DT pair
interacts or not. However, protein-ligand interactions assume a continuum of binding strength values, also called binding affinity and predicting this value still remains a challenge. The increase in the affinity data available in DT knowledge-bases allows the use of advanced learning techniques
such as deep learning architectures in the prediction of binding affinities. In this study, we propose a deep-learning based model that uses only sequence information of both targets and drugs to predict DT interaction binding affinities. The few studies that focus on DT binding affinity prediction
use either 3D structures of protein-ligand complexes or 2D features of compounds. One novel approach used in this work is the modeling of protein sequences and compound 1D representations with convolutional neural networks (CNNs). The results show that the proposed deep learning based model that
uses the 1D representations of targets and drugs is an effective approach for drug target binding affinity prediction. The model in which high-level representations of a drug and a target are constructed via CNNs achieved the best Concordance Index (CI) performance in one of our larger benchmark
datasets, outperforming the KronRLS algorithm and SimBoost, a state-of-the-art method for DT binding affinity prediction. https://github.com/hkmztrk/DeepDTA. Supplementary data are available at Bioinformatics online."
Graph Convolutional Capsule Regression (GCCR): A Model for Accelerated Filtering of Novel Potential Candidates for SARS-CoV-2 based on Binding Affinity.,37005531,"There has been a growing interest in discovering a viable drug for the new coronavirus (SARS-CoV-2) since the beginning of the pandemic. Protein-ligand interaction studies are a crucial step in the drug discovery process, as it helps us narrow the search space for potential ligands with
high drug-likeness. Derivatives of popular drugs like Remdesivir generated through tools employing evolutionary algorithms are usually considered potential candidates. However, screening promising molecules from such a large search space is difficult. In a conventional screening process, for each
ligand-target pair, there are time-consuming interaction studies that use docking simulations before downstream tasks like thermodynamic, kinetic, and electrostatic-potential evaluation. This work aims to build a model based on deep learning applied over the graph structure of the molecules to
accelerate the screening process for novel potential candidates for SARS-CoV-2 by predicting the binding energy of the protein-ligand complex. In this work, 'Graph Convolutional Capsule Regression' (GCCR), a model which uses Capsule Neural Networks (CapsNet) and Graph Convolutional Networks (GCN) to
predict the binding energy of a protein-ligand complex is being proposed. The model's predictions were further validated with kinetic and free energy studies like Molecular Dynamics (MD) for kinetic stability and MM/GBSA analysis for free energy calculations. The GCCR showed an RMSE value of 0.0978
for 81.3% of the concordance index. The RMSE of GCCR converged around the iteration of just 50 epochs scoring a lower RMSE than GCN and GAT. When training with Davis Dataset, GCCR gave an RMSE score of 0.3806 with a CI score of 87.5%. The proposed GCCR model shows great potential in improving the
screening process based on binding affinity and outperforms baseline machine learning models like DeepDTA, KronRLS, Sim- Boost, and other Graph Neural Networks (GNN) based models like Graph Convolutional Networks (GCN) and Graph Attention Networks (GAT).",1,"Graph Convolutional Capsule Regression (GCCR): A Model for Accelerated Filtering of Novel Potential Candidates for SARS-CoV-2 based on Binding Affinity. There has been a growing interest in discovering a viable drug for the new coronavirus (SARS-CoV-2) since the beginning of the pandemic. Protein-ligand interaction studies are a crucial step in the drug discovery process, as it helps us narrow the search space for potential ligands with
high drug-likeness. Derivatives of popular drugs like Remdesivir generated through tools employing evolutionary algorithms are usually considered potential candidates. However, screening promising molecules from such a large search space is difficult. In a conventional screening process, for each
ligand-target pair, there are time-consuming interaction studies that use docking simulations before downstream tasks like thermodynamic, kinetic, and electrostatic-potential evaluation. This work aims to build a model based on deep learning applied over the graph structure of the molecules to
accelerate the screening process for novel potential candidates for SARS-CoV-2 by predicting the binding energy of the protein-ligand complex. In this work, 'Graph Convolutional Capsule Regression' (GCCR), a model which uses Capsule Neural Networks (CapsNet) and Graph Convolutional Networks (GCN) to
predict the binding energy of a protein-ligand complex is being proposed. The model's predictions were further validated with kinetic and free energy studies like Molecular Dynamics (MD) for kinetic stability and MM/GBSA analysis for free energy calculations. The GCCR showed an RMSE value of 0.0978
for 81.3% of the concordance index. The RMSE of GCCR converged around the iteration of just 50 epochs scoring a lower RMSE than GCN and GAT. When training with Davis Dataset, GCCR gave an RMSE score of 0.3806 with a CI score of 87.5%. The proposed GCCR model shows great potential in improving the
screening process based on binding affinity and outperforms baseline machine learning models like DeepDTA, KronRLS, Sim- Boost, and other Graph Neural Networks (GNN) based models like Graph Convolutional Networks (GCN) and Graph Attention Networks (GAT)."
Prediction of AChE-ligand affinity using the umbrella sampling simulation.,31479951,"Acetylcholinesterase (AChE) is characterized as a key target for designing inhibitors to prevent Alzheimer's disease (AD). The binding free energy of a ligand to the AChE enzyme is a critical factor to screen the potential inhibitor in addition to pharmacokinetics and pharmacology
estimation. The biased sampling or umbrella sampling (US) method emerges as a reliable technique to estimate the AChE-inhibitor affinity. The affinity is computed as the difference between the largest and smallest values of the free energy change, obtained by using a potential of mean force (PMF)
analysis. The obtained affinities overestimate the experimental ones with a value of ∼4.10 kcal/mol. However, a very good correlation coefficient (R=0.94) between the computational and experimental values is observed. Consequently, the obtained precision is high since the mean error of the free
energy value is of δ=1.17 kcal/mol. The binding affinity of a new ligand can be consistently appraised via the US technique. Therefore, the absolute binding free energy of a ligand to the AChE protein can be obtained via the linear regression with the root-mean-square errors (RMSE) of 0.98 kcal/mol.
The small value of RMSE implies that ligands revealing the similar binding affinities are able to be discriminated through the US simulations. In addition, the derivatives of Cordyceps were recently reported that they are able to inhibit the AChE enzyme, resulting in an improvement in learning and
cognitive ability for curing AD. The active metabolites of Cordyceps were thus evaluated as the potential inhibitors for the AChE enzyme, and the 5-Carboxy-2'-deoxyuridine compound can inhibit the activity of the AChE enzyme. These compounds are also passed the testing of Lipinski's rule of five,
toxicity, crossing blood-brain barrier (BBB) ability, and human intestinal absorption.",1,"Prediction of AChE-ligand affinity using the umbrella sampling simulation. Acetylcholinesterase (AChE) is characterized as a key target for designing inhibitors to prevent Alzheimer's disease (AD). The binding free energy of a ligand to the AChE enzyme is a critical factor to screen the potential inhibitor in addition to pharmacokinetics and pharmacology
estimation. The biased sampling or umbrella sampling (US) method emerges as a reliable technique to estimate the AChE-inhibitor affinity. The affinity is computed as the difference between the largest and smallest values of the free energy change, obtained by using a potential of mean force (PMF)
analysis. The obtained affinities overestimate the experimental ones with a value of ∼4.10 kcal/mol. However, a very good correlation coefficient (R=0.94) between the computational and experimental values is observed. Consequently, the obtained precision is high since the mean error of the free
energy value is of δ=1.17 kcal/mol. The binding affinity of a new ligand can be consistently appraised via the US technique. Therefore, the absolute binding free energy of a ligand to the AChE protein can be obtained via the linear regression with the root-mean-square errors (RMSE) of 0.98 kcal/mol.
The small value of RMSE implies that ligands revealing the similar binding affinities are able to be discriminated through the US simulations. In addition, the derivatives of Cordyceps were recently reported that they are able to inhibit the AChE enzyme, resulting in an improvement in learning and
cognitive ability for curing AD. The active metabolites of Cordyceps were thus evaluated as the potential inhibitors for the AChE enzyme, and the 5-Carboxy-2'-deoxyuridine compound can inhibit the activity of the AChE enzyme. These compounds are also passed the testing of Lipinski's rule of five,
toxicity, crossing blood-brain barrier (BBB) ability, and human intestinal absorption."
"Deciphering the pharmacological mechanisms of Scutellaria baicalensis Georgi on oral leukoplakia by combining network pharmacology, molecular docking and experimental evaluations.",35667260,"Oral leukoplakia (OLK), an uncharacterized pathological condition that occurs as a white patch in the oral mucosa, is the most common precancerous condition. Scutellaria baicalensis Georgi (SBG) is a medicinal plant with a wide range of pharmacological effects. Increased evidence shows
that SBG has potential therapeutic effects on OLK. However, the therapeutic mechanisms of SBG against OLK have not yet been completely elucidated. This study aimed to clarify the active components and multi-target mechanisms of SBG against OLK via network pharmacology, molecular docking and
experimental evaluations. The active components and related targets of SBG were screened by the TCMSP database and Swiss Target Prediction database. Potential therapeutic targets of OLK were collected using the GeneCards and OMIM databases. Then, we established protein-protein interaction (PPI),
compound-target-disease (C-T-D), and compound-target-pathway (C-T-P) networks by Cytoscape to identify the main components, core targets, and pharmacological pathways of SBG against OLK via applying data mining techniques and topological parameters. Metascape database was utilized for GO and KEGG
pathway analysis. Molecular docking techniques were used to estimate the binding force between the components and the hub genes. Subsequently, a series of in vitro experiments, specifically CCK-8 assay, clone formation assay, wound healing assay, flow cytometry, RT-qPCR and western blotting were
conducted for further verification. There were 25 active components and 31 related target genes in SBG against OLK. PPI analysis showed that Akt1, VEGFA, EGFR, HIF1A and PTGS2 shared the highest centrality among all target genes. KEGG pathway analysis found that PI3K-Akt signaling pathway may occupy
core status in the anti-OLK system. Molecular docking results showed that the main active components of SBG had a strong binding affinity to the hub genes. In vitro experiments showed that the leading component baicalein may inhibit proliferation, block cells in the S phase, induce DOK cell
apoptosis, and downregulate the mRNA expression of 5 hub genes by inhibiting PI3K/Akt signaling pathway activation. The most predominant component of SBG against OLK was baicalein and the key pathway was PI3K/Akt. The main components and hub genes had robust binding abilities. In vitro experiments
showed that baicalein could inhibit the proliferation of DOK cells, induce apoptosis, block the cell cycle, and inhibit the mRNA expression level of the hub genes by inhibiting the PI3K/Akt pathway.",0,"Deciphering the pharmacological mechanisms of Scutellaria baicalensis Georgi on oral leukoplakia by combining network pharmacology, molecular docking and experimental evaluations. Oral leukoplakia (OLK), an uncharacterized pathological condition that occurs as a white patch in the oral mucosa, is the most common precancerous condition. Scutellaria baicalensis Georgi (SBG) is a medicinal plant with a wide range of pharmacological effects. Increased evidence shows
that SBG has potential therapeutic effects on OLK. However, the therapeutic mechanisms of SBG against OLK have not yet been completely elucidated. This study aimed to clarify the active components and multi-target mechanisms of SBG against OLK via network pharmacology, molecular docking and
experimental evaluations. The active components and related targets of SBG were screened by the TCMSP database and Swiss Target Prediction database. Potential therapeutic targets of OLK were collected using the GeneCards and OMIM databases. Then, we established protein-protein interaction (PPI),
compound-target-disease (C-T-D), and compound-target-pathway (C-T-P) networks by Cytoscape to identify the main components, core targets, and pharmacological pathways of SBG against OLK via applying data mining techniques and topological parameters. Metascape database was utilized for GO and KEGG
pathway analysis. Molecular docking techniques were used to estimate the binding force between the components and the hub genes. Subsequently, a series of in vitro experiments, specifically CCK-8 assay, clone formation assay, wound healing assay, flow cytometry, RT-qPCR and western blotting were
conducted for further verification. There were 25 active components and 31 related target genes in SBG against OLK. PPI analysis showed that Akt1, VEGFA, EGFR, HIF1A and PTGS2 shared the highest centrality among all target genes. KEGG pathway analysis found that PI3K-Akt signaling pathway may occupy
core status in the anti-OLK system. Molecular docking results showed that the main active components of SBG had a strong binding affinity to the hub genes. In vitro experiments showed that the leading component baicalein may inhibit proliferation, block cells in the S phase, induce DOK cell
apoptosis, and downregulate the mRNA expression of 5 hub genes by inhibiting PI3K/Akt signaling pathway activation. The most predominant component of SBG against OLK was baicalein and the key pathway was PI3K/Akt. The main components and hub genes had robust binding abilities. In vitro experiments
showed that baicalein could inhibit the proliferation of DOK cells, induce apoptosis, block the cell cycle, and inhibit the mRNA expression level of the hub genes by inhibiting the PI3K/Akt pathway."
Prediction of Drug-Target Interactions Based on Network Representation Learning and Ensemble Learning.,32340959,"Identifying interactions between drugs and target proteins is a critical step in the drug development process, as it helps identify new targets for drugs and accelerate drug development. The number of known drug-protein interactions (positive samples) is much lower than that of the unknown
ones (negative samples), which forms a class imbalance. Most previous methods only utilised part of the negative samples to train the prediction model, so most of the information on negative samples was neglected. Therefore, a new method must be developed to predict candidate drug-related proteins
and fully utilise negative samples to improve prediction performance. We present a method based on non-negative matrix factorisation and gradient boosting decision tree (GBDT), named NGDTP, to identify the candidate drug-protein interactions. NGDTP integrates multiple kinds of protein similarities,
drugs-proteins interactions, and multiple kinds of drugs similarities at different levels, including target proteins of drugs, drug-related diseases, and side effects of drugs. We propose a network representation learning method based on matrix factorisation to learn low-dimensional vector
representations of drug and protein nodes. On the basis of these low-dimensional node representations, a GBDT-based prediction model was constructed and it obtains the association scores through establishing multiple decision trees for a drug-protein pairs. NGDTP is an ensemble learning model that
fully utilises all the negative samples to effectively alleviate the problem of class imbalance. NGDTP achieves superior prediction performance when it is compared with several state-of-the-art methods. The experimental results indicate that NGDTP also retrieves more actual drug-protein interactions
in the top part of prediction result, which drew significant attention from the biologists. In addition, case studies on 10 drugs further confirmed the ability of the NGDTP to identify potential candidate proteins for drugs.",0,"Prediction of Drug-Target Interactions Based on Network Representation Learning and Ensemble Learning. Identifying interactions between drugs and target proteins is a critical step in the drug development process, as it helps identify new targets for drugs and accelerate drug development. The number of known drug-protein interactions (positive samples) is much lower than that of the unknown
ones (negative samples), which forms a class imbalance. Most previous methods only utilised part of the negative samples to train the prediction model, so most of the information on negative samples was neglected. Therefore, a new method must be developed to predict candidate drug-related proteins
and fully utilise negative samples to improve prediction performance. We present a method based on non-negative matrix factorisation and gradient boosting decision tree (GBDT), named NGDTP, to identify the candidate drug-protein interactions. NGDTP integrates multiple kinds of protein similarities,
drugs-proteins interactions, and multiple kinds of drugs similarities at different levels, including target proteins of drugs, drug-related diseases, and side effects of drugs. We propose a network representation learning method based on matrix factorisation to learn low-dimensional vector
representations of drug and protein nodes. On the basis of these low-dimensional node representations, a GBDT-based prediction model was constructed and it obtains the association scores through establishing multiple decision trees for a drug-protein pairs. NGDTP is an ensemble learning model that
fully utilises all the negative samples to effectively alleviate the problem of class imbalance. NGDTP achieves superior prediction performance when it is compared with several state-of-the-art methods. The experimental results indicate that NGDTP also retrieves more actual drug-protein interactions
in the top part of prediction result, which drew significant attention from the biologists. In addition, case studies on 10 drugs further confirmed the ability of the NGDTP to identify potential candidate proteins for drugs."
DrugormerDTI: Drug Graphormer for drug-target interaction prediction.,37244151,"Drug-target interactions (DTI) prediction is a crucial task in drug discovery. Existing computational methods accelerate the drug discovery in this respect. However, most of them suffer from low feature representation ability, significantly affecting the predictive performance. To address
the problem, we propose a novel neural network architecture named DrugormerDTI, which uses Graph Transformer to learn both sequential and topological information through the input molecule graph and Resudual2vec to learn the underlying relation between residues from proteins. By conducting ablation
experiments, we verify the importance of each part of the DrugormerDTI. We also demonstrate the good feature extraction and expression capabilities of our model via comparing the mapping results of the attention layer and molecular docking results. Experimental results show that our proposed model
performs better than baseline methods on four benchmarks. We demonstrate that the introduction of Graph Transformer and the design of residue are appropriate for drug-target prediction.",0,"DrugormerDTI: Drug Graphormer for drug-target interaction prediction. Drug-target interactions (DTI) prediction is a crucial task in drug discovery. Existing computational methods accelerate the drug discovery in this respect. However, most of them suffer from low feature representation ability, significantly affecting the predictive performance. To address
the problem, we propose a novel neural network architecture named DrugormerDTI, which uses Graph Transformer to learn both sequential and topological information through the input molecule graph and Resudual2vec to learn the underlying relation between residues from proteins. By conducting ablation
experiments, we verify the importance of each part of the DrugormerDTI. We also demonstrate the good feature extraction and expression capabilities of our model via comparing the mapping results of the attention layer and molecular docking results. Experimental results show that our proposed model
performs better than baseline methods on four benchmarks. We demonstrate that the introduction of Graph Transformer and the design of residue are appropriate for drug-target prediction."
Explainable deep drug-target representations for binding affinity prediction.,35715734,"Several computational advances have been achieved in the drug discovery field, promoting the identification of novel drug-target interactions and new leads. However, most of these methodologies have been overlooking the importance of providing explanations to the decision-making process of
deep learning architectures. In this research study, we explore the reliability of convolutional neural networks (CNNs) at identifying relevant regions for binding, specifically binding sites and motifs, and the significance of the deep representations extracted by providing explanations to the
model's decisions based on the identification of the input regions that contributed the most to the prediction. We make use of an end-to-end deep learning architecture to predict binding affinity, where CNNs are exploited in their capacity to automatically identify and extract discriminating deep
representations from 1D sequential and structural data. The results demonstrate the effectiveness of the deep representations extracted from CNNs in the prediction of drug-target interactions. CNNs were found to identify and extract features from regions relevant for the interaction, where the
weight associated with these spots was in the range of those with the highest positive influence given by the CNNs in the prediction. The end-to-end deep learning model achieved the highest performance both in the prediction of the binding affinity and on the ability to correctly distinguish the
interaction strength rank order when compared to baseline approaches. This research study validates the potential applicability of an end-to-end deep learning architecture in the context of drug discovery beyond the confined space of proteins and ligands with determined 3D structure. Furthermore, it
shows the reliability of the deep representations extracted from the CNNs by providing explainability to the decision-making process.",0,"Explainable deep drug-target representations for binding affinity prediction. Several computational advances have been achieved in the drug discovery field, promoting the identification of novel drug-target interactions and new leads. However, most of these methodologies have been overlooking the importance of providing explanations to the decision-making process of
deep learning architectures. In this research study, we explore the reliability of convolutional neural networks (CNNs) at identifying relevant regions for binding, specifically binding sites and motifs, and the significance of the deep representations extracted by providing explanations to the
model's decisions based on the identification of the input regions that contributed the most to the prediction. We make use of an end-to-end deep learning architecture to predict binding affinity, where CNNs are exploited in their capacity to automatically identify and extract discriminating deep
representations from 1D sequential and structural data. The results demonstrate the effectiveness of the deep representations extracted from CNNs in the prediction of drug-target interactions. CNNs were found to identify and extract features from regions relevant for the interaction, where the
weight associated with these spots was in the range of those with the highest positive influence given by the CNNs in the prediction. The end-to-end deep learning model achieved the highest performance both in the prediction of the binding affinity and on the ability to correctly distinguish the
interaction strength rank order when compared to baseline approaches. This research study validates the potential applicability of an end-to-end deep learning architecture in the context of drug discovery beyond the confined space of proteins and ligands with determined 3D structure. Furthermore, it
shows the reliability of the deep representations extracted from the CNNs by providing explainability to the decision-making process."
From Proteins to Ligands: Decoding Deep Learning Methods for Binding Affinity Prediction.,37983381,"Accurate in silico prediction of protein-ligand binding affinity is important in the early stages of drug discovery. Deep learning-based methods exist but have yet to overtake more conventional methods such as giga-docking largely due to their lack of generalizability. To improve
generalizability, we need to understand what these models learn from input protein and ligand data. We systematically investigated a sequence-based deep learning framework to assess the impact of protein and ligand encodings on predicting binding affinities for commonly used kinase data sets. The
role of proteins is studied using convolutional neural network-based encodings obtained from sequences and graph neural network-based encodings enriched with structural information from contact maps. Ligand-based encodings are generated from graph-neural networks. We test different ligand
perturbations by randomizing node and edge properties. For proteins, we make use of 3 different protein contact generation methods (AlphaFold2, Pconsc4, and ESM-1b) and compare these with a random control. Our investigation shows that protein encodings do not substantially impact the binding
predictions, with no statistically significant difference in binding affinity for KIBA in the investigated metrics (concordance index, Pearson's R Spearman's Rank, and RMSE). Significant differences are seen for ligand encodings with random ligands and random ligand node properties, suggesting a
much bigger reliance on ligand data for the learning tasks. Using different ways to combine protein and ligand encodings did not show a significant change in performance.",1,"From Proteins to Ligands: Decoding Deep Learning Methods for Binding Affinity Prediction. Accurate in silico prediction of protein-ligand binding affinity is important in the early stages of drug discovery. Deep learning-based methods exist but have yet to overtake more conventional methods such as giga-docking largely due to their lack of generalizability. To improve
generalizability, we need to understand what these models learn from input protein and ligand data. We systematically investigated a sequence-based deep learning framework to assess the impact of protein and ligand encodings on predicting binding affinities for commonly used kinase data sets. The
role of proteins is studied using convolutional neural network-based encodings obtained from sequences and graph neural network-based encodings enriched with structural information from contact maps. Ligand-based encodings are generated from graph-neural networks. We test different ligand
perturbations by randomizing node and edge properties. For proteins, we make use of 3 different protein contact generation methods (AlphaFold2, Pconsc4, and ESM-1b) and compare these with a random control. Our investigation shows that protein encodings do not substantially impact the binding
predictions, with no statistically significant difference in binding affinity for KIBA in the investigated metrics (concordance index, Pearson's R Spearman's Rank, and RMSE). Significant differences are seen for ligand encodings with random ligands and random ligand node properties, suggesting a
much bigger reliance on ligand data for the learning tasks. Using different ways to combine protein and ligand encodings did not show a significant change in performance."
SSGraphCPI: A Novel Model for Predicting Compound-Protein Interactions Based on Deep Learning.,35409140,"Identifying compound-protein (drug-target, DTI) interactions (CPI) accurately is a key step in drug discovery. Including virtual screening and drug reuse, it can significantly reduce the time it takes to identify drug candidates and provide patients with timely and effective treatment.
Recently, more and more researchers have developed CPI's deep learning model, including feature representation of a 2D molecular graph of a compound using a graph convolutional neural network, but this method loses much important information about the compound. In this paper, we propose a novel
three-channel deep learning framework, named SSGraphCPI, for CPI prediction, which is composed of recurrent neural networks with an attentional mechanism and graph convolutional neural network. In our model, the characteristics of compounds are extracted from 1D SMILES string and 2D molecular graph.
Using both the 1D SMILES string sequence and the 2D molecular graph can provide both sequential and structural features for CPI predictions. Additionally, we select the 1D CNN module to learn the hidden data patterns in the sequence to mine deeper information. Our model is much more suitable for
collecting more effective information of compounds. Experimental results show that our method achieves significant performances with RMSE (Root Mean Square Error) = 2.24 and R2 (degree of linear fitting of the model) = 0.039 on the GPCR (G Protein-Coupled Receptors) dataset, and with RMSE = 2.64 and
R2 = 0.018 on the GPCR dataset RMSE, which preforms better than some classical deep learning models, including RNN/GCNN-CNN, GCNNet and GATNet.",1,"SSGraphCPI: A Novel Model for Predicting Compound-Protein Interactions Based on Deep Learning. Identifying compound-protein (drug-target, DTI) interactions (CPI) accurately is a key step in drug discovery. Including virtual screening and drug reuse, it can significantly reduce the time it takes to identify drug candidates and provide patients with timely and effective treatment.
Recently, more and more researchers have developed CPI's deep learning model, including feature representation of a 2D molecular graph of a compound using a graph convolutional neural network, but this method loses much important information about the compound. In this paper, we propose a novel
three-channel deep learning framework, named SSGraphCPI, for CPI prediction, which is composed of recurrent neural networks with an attentional mechanism and graph convolutional neural network. In our model, the characteristics of compounds are extracted from 1D SMILES string and 2D molecular graph.
Using both the 1D SMILES string sequence and the 2D molecular graph can provide both sequential and structural features for CPI predictions. Additionally, we select the 1D CNN module to learn the hidden data patterns in the sequence to mine deeper information. Our model is much more suitable for
collecting more effective information of compounds. Experimental results show that our method achieves significant performances with RMSE (Root Mean Square Error) = 2.24 and R2 (degree of linear fitting of the model) = 0.039 on the GPCR (G Protein-Coupled Receptors) dataset, and with RMSE = 2.64 and
R2 = 0.018 on the GPCR dataset RMSE, which preforms better than some classical deep learning models, including RNN/GCNN-CNN, GCNNet and GATNet."
