Title,PMID,Abstract,SOTA comparison,text
Modeling mutational effects on biochemical phenotypes using convolutional neural networks: application to SARS-CoV-2.,35669036,"Deep mutational scanning (DMS) experiments have been performed on SARS-CoV-2's spike receptor-binding domain (RBD) and human angiotensin-converting enzyme 2 (ACE2) zinc-binding peptidase domain-both central players in viral infection and evolution and antibody evasion-quantifying how mutations impact biochemical phenotypes. We modeled biochemical phenotypes from massively parallel assays, using neural networks trained on protein sequence mutations in the virus and human host. Neural networks were significantly predictive of binding affinity, protein expression, and antibody escape, learning complex interactions and higher-order features that are difficult to capture with conventional methods from structural biology. Integrating the physicochemical properties of amino acids, such as hydrophobicity and long-range non-bonded energy per atom, significantly improved prediction (empirical p < 0.01). We observed concordance of the neural network predictions with molecular dynamics (multiple 500 ns or 1 μs all-atom) simulations of the spike protein-ACE2 interface, with critical implications for the use of deep learning to dissect molecular mechanisms.",0,"Modeling mutational effects on biochemical phenotypes using convolutional neural networks: application to SARS-CoV-2. Deep mutational scanning (DMS) experiments have been performed on SARS-CoV-2's spike receptor-binding domain (RBD) and human angiotensin-converting enzyme 2 (ACE2) zinc-binding peptidase domain-both central players in viral infection and evolution and antibody evasion-quantifying how mutations impact biochemical phenotypes. We modeled biochemical phenotypes from massively parallel assays, using neural networks trained on protein sequence mutations in the virus and human host. Neural networks were significantly predictive of binding affinity, protein expression, and antibody escape, learning complex interactions and higher-order features that are difficult to capture with conventional methods from structural biology. Integrating the physicochemical properties of amino acids, such as hydrophobicity and long-range non-bonded energy per atom, significantly improved prediction (empirical p < 0.01). We observed concordance of the neural network predictions with molecular dynamics (multiple 500 ns or 1 μs all-atom) simulations of the spike protein-ACE2 interface, with critical implications for the use of deep learning to dissect molecular mechanisms."
GANsDTA: Predicting Drug-Target Binding Affinity Using GANs.,31993067,"The computational prediction of interactions between drugs and targets is a standing challenge in drug discovery. State-of-the-art methods for drug-target interaction prediction are primarily based on supervised machine learning with known label information. However, in biomedicine, obtaining labeled training data is an expensive and a laborious process. This paper proposes a semi-supervised generative adversarial networks (GANs)-based method to predict binding affinity. Our method comprises two parts, two GANs for feature extraction and a regression network for prediction. The semi-supervised mechanism allows our model to learn proteins drugs features of both labeled and unlabeled data. We evaluate the performance of our method using multiple public datasets. Experimental results demonstrate that our method achieves competitive performance while utilizing freely available unlabeled data. Our results suggest that utilizing such unlabeled data can considerably help improve performance in various biomedical relation extraction processes, for example, Drug-Target interaction and protein-protein interaction, particularly when only limited labeled data are available in such tasks. To our best knowledge, this is the first semi-supervised GANs-based method to predict binding affinity.",0,"GANsDTA: Predicting Drug-Target Binding Affinity Using GANs. The computational prediction of interactions between drugs and targets is a standing challenge in drug discovery. State-of-the-art methods for drug-target interaction prediction are primarily based on supervised machine learning with known label information. However, in biomedicine, obtaining labeled training data is an expensive and a laborious process. This paper proposes a semi-supervised generative adversarial networks (GANs)-based method to predict binding affinity. Our method comprises two parts, two GANs for feature extraction and a regression network for prediction. The semi-supervised mechanism allows our model to learn proteins drugs features of both labeled and unlabeled data. We evaluate the performance of our method using multiple public datasets. Experimental results demonstrate that our method achieves competitive performance while utilizing freely available unlabeled data. Our results suggest that utilizing such unlabeled data can considerably help improve performance in various biomedical relation extraction processes, for example, Drug-Target interaction and protein-protein interaction, particularly when only limited labeled data are available in such tasks. To our best knowledge, this is the first semi-supervised GANs-based method to predict binding affinity."
SELF-BLM: Prediction of drug-target interactions via self-training SVM.,28192537,"Predicting drug-target interactions is important for the development of novel drugs and the repositioning of drugs. To predict such interactions, there are a number of methods based on drug and target protein similarity. Although these methods, such as the bipartite local model (BLM), show promise, they often categorize unknown interactions as negative interaction. Therefore, these methods are not ideal for finding potential drug-target interactions that have not yet been validated as positive interactions. Thus, here we propose a method that integrates machine learning techniques, such as self-training support vector machine (SVM) and BLM, to develop a self-training bipartite local model (SELF-BLM) that facilitates the identification of potential interactions. The method first categorizes unlabeled interactions and negative interactions among unknown interactions using a clustering method. Then, using the BLM method and self-training SVM, the unlabeled interactions are self-trained and final local classification models are constructed. When applied to four classes of proteins that include enzymes, G-protein coupled receptors (GPCRs), ion channels, and nuclear receptors, SELF-BLM showed the best performance for predicting not only known interactions but also potential interactions in three protein classes compare to other related studies. The implemented software and supporting data are available at https://github.com/GIST-CSBL/SELF-BLM.",1,"SELF-BLM: Prediction of drug-target interactions via self-training SVM. Predicting drug-target interactions is important for the development of novel drugs and the repositioning of drugs. To predict such interactions, there are a number of methods based on drug and target protein similarity. Although these methods, such as the bipartite local model (BLM), show promise, they often categorize unknown interactions as negative interaction. Therefore, these methods are not ideal for finding potential drug-target interactions that have not yet been validated as positive interactions. Thus, here we propose a method that integrates machine learning techniques, such as self-training support vector machine (SVM) and BLM, to develop a self-training bipartite local model (SELF-BLM) that facilitates the identification of potential interactions. The method first categorizes unlabeled interactions and negative interactions among unknown interactions using a clustering method. Then, using the BLM method and self-training SVM, the unlabeled interactions are self-trained and final local classification models are constructed. When applied to four classes of proteins that include enzymes, G-protein coupled receptors (GPCRs), ion channels, and nuclear receptors, SELF-BLM showed the best performance for predicting not only known interactions but also potential interactions in three protein classes compare to other related studies. The implemented software and supporting data are available at https://github.com/GIST-CSBL/SELF-BLM."
InteractionGraphNet: A Novel and Efficient Deep Graph Representation Learning Framework for Accurate Protein-Ligand Interaction Predictions.,34878785,"Accurate quantification of protein-ligand interactions remains a key challenge to structure-based drug design. However, traditional machine learning (ML)-based methods based on handcrafted descriptors, one-dimensional protein sequences, and/or two-dimensional graph representations limit their capability to learn the generalized molecular interactions in 3D space. Here, we proposed a novel deep graph representation learning framework named InteractionGraphNet (IGN) to learn the protein-ligand interactions from the 3D structures of protein-ligand complexes. In IGN, two independent graph convolution modules were stacked to sequentially learn the intramolecular and intermolecular interactions, and the learned intermolecular interactions can be efficiently used for subsequent tasks. Extensive binding affinity prediction, large-scale structure-based virtual screening, and pose prediction experiments demonstrated that IGN achieved better or competitive performance against other state-of-the-art ML-based baselines and docking programs. More importantly, such state-of-the-art performance was proven from the successful learning of the key features in protein-ligand interactions instead of just memorizing certain biased patterns from data.",1,"InteractionGraphNet: A Novel and Efficient Deep Graph Representation Learning Framework for Accurate Protein-Ligand Interaction Predictions. Accurate quantification of protein-ligand interactions remains a key challenge to structure-based drug design. However, traditional machine learning (ML)-based methods based on handcrafted descriptors, one-dimensional protein sequences, and/or two-dimensional graph representations limit their capability to learn the generalized molecular interactions in 3D space. Here, we proposed a novel deep graph representation learning framework named InteractionGraphNet (IGN) to learn the protein-ligand interactions from the 3D structures of protein-ligand complexes. In IGN, two independent graph convolution modules were stacked to sequentially learn the intramolecular and intermolecular interactions, and the learned intermolecular interactions can be efficiently used for subsequent tasks. Extensive binding affinity prediction, large-scale structure-based virtual screening, and pose prediction experiments demonstrated that IGN achieved better or competitive performance against other state-of-the-art ML-based baselines and docking programs. More importantly, such state-of-the-art performance was proven from the successful learning of the key features in protein-ligand interactions instead of just memorizing certain biased patterns from data."
An efficient computational method for predicting drug-target interactions using weighted extreme learning machine and speed up robot features.,33472664,"Background: Prediction of novel Drug-Target interactions (DTIs) plays an important role in discovering new drug candidates and finding new proteins to target. In consideration of the time-consuming and expensive of experimental methods. Therefore, it is a challenging task that how to develop efficient computational approaches for the accurate predicting potential associations between drug and target. Results: In the paper, we proposed a novel computational method called WELM-SURF based on drug fingerprints and protein evolutionary information for identifying DTIs. More specifically, for exploiting protein sequence feature, Position Specific Scoring Matrix (PSSM) is applied to capturing protein evolutionary information and Speed up robot features (SURF) is employed to extract sequence key feature from PSSM. For drug fingerprints, the chemical structure of molecular substructure fingerprints was used to represent drug as feature vector. Take account of the advantage that the Weighted Extreme Learning Machine (WELM) has short training time, good generalization ability, and most importantly ability to efficiently execute classification by optimizing the loss function of weight matrix. Therefore, the WELM classifier is used to carry out classification based on extracted features for predicting DTIs. The performance of the WELM-SURF model was evaluated by experimental validations on enzyme, ion channel, GPCRs and nuclear receptor datasets by using fivefold cross-validation test. The WELM-SURF obtained average accuracies of 93.54, 90.58, 85.43 and 77.45% on enzyme, ion channels, GPCRs and nuclear receptor dataset respectively. We also compared our performance with the Extreme Learning Machine (ELM), the state-of-the-art Support Vector Machine (SVM) on enzyme and ion channels dataset and other exiting methods on four datasets. By comparing with experimental results, the performance of WELM-SURF is significantly better than that of ELM, SVM and other previous methods in the domain. Conclusion: The results demonstrated that the proposed WELM-SURF model is competent for predicting DTIs with high accuracy and robustness. It is anticipated that the WELM-SURF method is a useful computational tool to facilitate widely bioinformatics studies related to DTIs prediction.",1,"An efficient computational method for predicting drug-target interactions using weighted extreme learning machine and speed up robot features. Background: Prediction of novel Drug-Target interactions (DTIs) plays an important role in discovering new drug candidates and finding new proteins to target. In consideration of the time-consuming and expensive of experimental methods. Therefore, it is a challenging task that how to develop efficient computational approaches for the accurate predicting potential associations between drug and target. Results: In the paper, we proposed a novel computational method called WELM-SURF based on drug fingerprints and protein evolutionary information for identifying DTIs. More specifically, for exploiting protein sequence feature, Position Specific Scoring Matrix (PSSM) is applied to capturing protein evolutionary information and Speed up robot features (SURF) is employed to extract sequence key feature from PSSM. For drug fingerprints, the chemical structure of molecular substructure fingerprints was used to represent drug as feature vector. Take account of the advantage that the Weighted Extreme Learning Machine (WELM) has short training time, good generalization ability, and most importantly ability to efficiently execute classification by optimizing the loss function of weight matrix. Therefore, the WELM classifier is used to carry out classification based on extracted features for predicting DTIs. The performance of the WELM-SURF model was evaluated by experimental validations on enzyme, ion channel, GPCRs and nuclear receptor datasets by using fivefold cross-validation test. The WELM-SURF obtained average accuracies of 93.54, 90.58, 85.43 and 77.45% on enzyme, ion channels, GPCRs and nuclear receptor dataset respectively. We also compared our performance with the Extreme Learning Machine (ELM), the state-of-the-art Support Vector Machine (SVM) on enzyme and ion channels dataset and other exiting methods on four datasets. By comparing with experimental results, the performance of WELM-SURF is significantly better than that of ELM, SVM and other previous methods in the domain. Conclusion: The results demonstrated that the proposed WELM-SURF model is competent for predicting DTIs with high accuracy and robustness. It is anticipated that the WELM-SURF method is a useful computational tool to facilitate widely bioinformatics studies related to DTIs prediction."
Off-Pocket Activity Cliffs: A Puzzling Facet of Molecular Recognition.,31790251,"While accurate quantitative prediction of ligand-protein binding affinity remains an elusive goal, high-affinity ligands to therapeutic targets are being designed through heuristic optimization of ligand-protein contacts. However, herein, through large-scale data mining and analyses, we demonstrate that a ligand's binding can also be strongly affected through modifying its solvent-exposed portion that does not make contacts with the protein, thus resulting in 'off-pocket activity cliffs' (OAC). We then exposed the roots of the OAC phenomenon by means of molecular dynamics (MD) simulations and MD data analyses. We expect OAC to extend our knowledge of molecular recognition and enhance the drug designer's toolkit.",0,"Off-Pocket Activity Cliffs: A Puzzling Facet of Molecular Recognition. While accurate quantitative prediction of ligand-protein binding affinity remains an elusive goal, high-affinity ligands to therapeutic targets are being designed through heuristic optimization of ligand-protein contacts. However, herein, through large-scale data mining and analyses, we demonstrate that a ligand's binding can also be strongly affected through modifying its solvent-exposed portion that does not make contacts with the protein, thus resulting in 'off-pocket activity cliffs' (OAC). We then exposed the roots of the OAC phenomenon by means of molecular dynamics (MD) simulations and MD data analyses. We expect OAC to extend our knowledge of molecular recognition and enhance the drug designer's toolkit."
Drug-target affinity prediction method based on multi-scale information interaction and graph optimization.,37907030,"Drug-target affinity (DTA) prediction as an emerging and effective method is widely applied to explore the strength of drug-target interactions in drug development research. By predicting these interactions, researchers can assess the potential efficacy and safety of candidate drugs at an early stage, narrowing down the search space for therapeutic targets and accelerating the discovery and development of new drugs. However, existing DTA prediction models mainly use graphical representations of drug molecules, which lack information on interactions between individual substructures, thus affecting prediction accuracy and model interpretability. Therefore, transformer and diffusion on drug graphs in DTA prediction (TDGraphDTA) are introduced to predict drug-target interactions using multi-scale information interaction and graph optimization. An interactive module is integrated into feature extraction of drug and target features at different granularity levels. A diffusion model-based graph optimization module is proposed to improve the representation of molecular graph structures and enhance the interpretability of graph representations while obtaining optimal feature representations. In addition, TDGraphDTA improves the accuracy and reliability of predictions by capturing relationships and contextual information between molecular substructures. The performance of the proposed TDGraphDTA in DTA prediction was verified on three publicly available benchmark datasets (Davis, Metz, and KIBA). Compared with state-of-the-art baseline models, it achieved better results in terms of consistency index, R-squared, etc. Furthermore, compared with some existing methods, the proposed TDGraphDTA is demonstrated to have better structure capturing capabilities by visualizing the feature capturing capabilities of the model using Grad-AAM toxicity labels in the ToxCast dataset. The corresponding source codes are available at https://github.com/Lamouryz/TDGraph.",1,"Drug-target affinity prediction method based on multi-scale information interaction and graph optimization. Drug-target affinity (DTA) prediction as an emerging and effective method is widely applied to explore the strength of drug-target interactions in drug development research. By predicting these interactions, researchers can assess the potential efficacy and safety of candidate drugs at an early stage, narrowing down the search space for therapeutic targets and accelerating the discovery and development of new drugs. However, existing DTA prediction models mainly use graphical representations of drug molecules, which lack information on interactions between individual substructures, thus affecting prediction accuracy and model interpretability. Therefore, transformer and diffusion on drug graphs in DTA prediction (TDGraphDTA) are introduced to predict drug-target interactions using multi-scale information interaction and graph optimization. An interactive module is integrated into feature extraction of drug and target features at different granularity levels. A diffusion model-based graph optimization module is proposed to improve the representation of molecular graph structures and enhance the interpretability of graph representations while obtaining optimal feature representations. In addition, TDGraphDTA improves the accuracy and reliability of predictions by capturing relationships and contextual information between molecular substructures. The performance of the proposed TDGraphDTA in DTA prediction was verified on three publicly available benchmark datasets (Davis, Metz, and KIBA). Compared with state-of-the-art baseline models, it achieved better results in terms of consistency index, R-squared, etc. Furthermore, compared with some existing methods, the proposed TDGraphDTA is demonstrated to have better structure capturing capabilities by visualizing the feature capturing capabilities of the model using Grad-AAM toxicity labels in the ToxCast dataset. The corresponding source codes are available at https://github.com/Lamouryz/TDGraph."
DEDTI versus IEDTI: efficient and predictive models of drug-target interactions.,37286613,"Drug repurposing is an active area of research that aims to decrease the cost and time of drug development. Most of those efforts are primarily concerned with the prediction of drug-target interactions. Many evaluation models, from matrix factorization to more cutting-edge deep neural networks, have come to the scene to identify such relations. Some predictive models are devoted to the prediction's quality, and others are devoted to the efficiency of the predictive models, e.g., embedding generation. In this work, we propose new representations of drugs and targets useful for more prediction and analysis. Using these representations, we propose two inductive, deep network models of IEDTI and DEDTI for drug-target interaction prediction. Both of them use the accumulation of new representations. The IEDTI takes advantage of triplet and maps the input accumulated similarity features into meaningful embedding corresponding vectors. Then, it applies a deep predictive model to each drug-target pair to evaluate their interaction. The DEDTI directly uses the accumulated similarity feature vectors of drugs and targets and applies a predictive model on each pair to identify their interactions. We have done a comprehensive simulation on the DTINet dataset as well as gold standard datasets, and the results show that DEDTI outperforms IEDTI and the state-of-the-art models. In addition, we conduct a docking study on new predicted interactions between two drug-target pairs, and the results confirm acceptable drug-target binding affinity between both predicted pairs.",1,"DEDTI versus IEDTI: efficient and predictive models of drug-target interactions. Drug repurposing is an active area of research that aims to decrease the cost and time of drug development. Most of those efforts are primarily concerned with the prediction of drug-target interactions. Many evaluation models, from matrix factorization to more cutting-edge deep neural networks, have come to the scene to identify such relations. Some predictive models are devoted to the prediction's quality, and others are devoted to the efficiency of the predictive models, e.g., embedding generation. In this work, we propose new representations of drugs and targets useful for more prediction and analysis. Using these representations, we propose two inductive, deep network models of IEDTI and DEDTI for drug-target interaction prediction. Both of them use the accumulation of new representations. The IEDTI takes advantage of triplet and maps the input accumulated similarity features into meaningful embedding corresponding vectors. Then, it applies a deep predictive model to each drug-target pair to evaluate their interaction. The DEDTI directly uses the accumulated similarity feature vectors of drugs and targets and applies a predictive model on each pair to identify their interactions. We have done a comprehensive simulation on the DTINet dataset as well as gold standard datasets, and the results show that DEDTI outperforms IEDTI and the state-of-the-art models. In addition, we conduct a docking study on new predicted interactions between two drug-target pairs, and the results confirm acceptable drug-target binding affinity between both predicted pairs."
A multi-scale systems pharmacology approach uncovers the anti-cancer molecular mechanism of Ixabepilone.,32428794,"It has been realized that FDA approved drugs may have more molecular targets than is commonly thought. Thus, to find the exact drug-target interactions (DTIs) is of great significance for exploring the new molecular mechanism of drugs. Here, we developed a multi-scale system pharmacology (MSSP) method for the large-scale prediction of DTIs. We used MSSP to integrate drug-related and target-related data from multiple levels, the network structural data formed by known drug-target relationships for predicting likely unknown DTIs. Prediction results revealed that Ixabepilone, an epothilone B analog for treating breast cancer patients, may target Bcl-2, an oncogene that contributes to tumor progression and therapy resistance by inhibiting apoptosis. Furthermore, we demonstrated that Ixabepilone could bind with Bcl-2 and decrease its protein expression in breast cancer cells. The down-regulation of Bcl-2 by Ixabepilone is resulted from promoting its degradation by affecting p-Bcl-2. We further found that Ixabepilone could induce autophagy by releasing Beclin1 from Beclin1/Bcl-2 complex. Inhibition of autophagy by knockdown of Beclin1 or pharmacological inhibitor augmented apoptosis, thus enhancing the antitumor efficacy of Ixabepilone against breast cancer cells in vitro and in vivo. In addition, Ixabepilone also decreases Bcl-2 protein expression and induces cytoprotective autophagy in human hepatic carcinoma and glioma cells. In conclusion, this study not only provides a feasible and alternative way exploring new molecular mechanisms of drugs by combing computation DTI prediction, but also reveals an effective strategy to reinforce the antitumor efficacy of Ixabepilone.",0,"A multi-scale systems pharmacology approach uncovers the anti-cancer molecular mechanism of Ixabepilone. It has been realized that FDA approved drugs may have more molecular targets than is commonly thought. Thus, to find the exact drug-target interactions (DTIs) is of great significance for exploring the new molecular mechanism of drugs. Here, we developed a multi-scale system pharmacology (MSSP) method for the large-scale prediction of DTIs. We used MSSP to integrate drug-related and target-related data from multiple levels, the network structural data formed by known drug-target relationships for predicting likely unknown DTIs. Prediction results revealed that Ixabepilone, an epothilone B analog for treating breast cancer patients, may target Bcl-2, an oncogene that contributes to tumor progression and therapy resistance by inhibiting apoptosis. Furthermore, we demonstrated that Ixabepilone could bind with Bcl-2 and decrease its protein expression in breast cancer cells. The down-regulation of Bcl-2 by Ixabepilone is resulted from promoting its degradation by affecting p-Bcl-2. We further found that Ixabepilone could induce autophagy by releasing Beclin1 from Beclin1/Bcl-2 complex. Inhibition of autophagy by knockdown of Beclin1 or pharmacological inhibitor augmented apoptosis, thus enhancing the antitumor efficacy of Ixabepilone against breast cancer cells in vitro and in vivo. In addition, Ixabepilone also decreases Bcl-2 protein expression and induces cytoprotective autophagy in human hepatic carcinoma and glioma cells. In conclusion, this study not only provides a feasible and alternative way exploring new molecular mechanisms of drugs by combing computation DTI prediction, but also reveals an effective strategy to reinforce the antitumor efficacy of Ixabepilone."
PATIENT-SPECIFIC DATA FUSION FOR CANCER STRATIFICATION AND PERSONALISED TREATMENT.,26776197,"According to Cancer Research UK, cancer is a leading cause of death accounting for more than one in four of all deaths in 2011. The recent advances in experimental technologies in cancer research have resulted in the accumulation of large amounts of patient-specific datasets, which provide complementary information on the same cancer type. We introduce a versatile data fusion (integration) framework that can effectively integrate somatic mutation data, molecular interactions and drug chemical data to address three key challenges in cancer research: stratification of patients into groups having different clinical outcomes, prediction of driver genes whose mutations trigger the onset and development of cancers, and repurposing of drugs treating particular cancer patient groups. Our new framework is based on graph-regularised non-negative matrix tri-factorization, a machine learning technique for co-clustering heterogeneous datasets. We apply our framework on ovarian cancer data to simultaneously cluster patients, genes and drugs by utilising all datasets.We demonstrate superior performance of our method over the state-of-the-art method, Network-based Stratification, in identifying three patient subgroups that have significant differences in survival outcomes and that are in good agreement with other clinical data. Also, we identify potential new driver genes that we obtain by analysing the gene clusters enriched in known drivers of ovarian cancer progression. We validated the top scoring genes identified as new drivers through database search and biomedical literature curation. Finally, we identify potential candidate drugs for repurposing that could be used in treatment of the identified patient subgroups by targeting their mutated gene products. We validated a large percentage of our drug-target predictions by using other databases and through literature curation.",1,"PATIENT-SPECIFIC DATA FUSION FOR CANCER STRATIFICATION AND PERSONALISED TREATMENT. According to Cancer Research UK, cancer is a leading cause of death accounting for more than one in four of all deaths in 2011. The recent advances in experimental technologies in cancer research have resulted in the accumulation of large amounts of patient-specific datasets, which provide complementary information on the same cancer type. We introduce a versatile data fusion (integration) framework that can effectively integrate somatic mutation data, molecular interactions and drug chemical data to address three key challenges in cancer research: stratification of patients into groups having different clinical outcomes, prediction of driver genes whose mutations trigger the onset and development of cancers, and repurposing of drugs treating particular cancer patient groups. Our new framework is based on graph-regularised non-negative matrix tri-factorization, a machine learning technique for co-clustering heterogeneous datasets. We apply our framework on ovarian cancer data to simultaneously cluster patients, genes and drugs by utilising all datasets.We demonstrate superior performance of our method over the state-of-the-art method, Network-based Stratification, in identifying three patient subgroups that have significant differences in survival outcomes and that are in good agreement with other clinical data. Also, we identify potential new driver genes that we obtain by analysing the gene clusters enriched in known drivers of ovarian cancer progression. We validated the top scoring genes identified as new drivers through database search and biomedical literature curation. Finally, we identify potential candidate drugs for repurposing that could be used in treatment of the identified patient subgroups by targeting their mutated gene products. We validated a large percentage of our drug-target predictions by using other databases and through literature curation."
DeepDTA: deep drug-target binding affinity prediction.,30423097,"The identification of novel drug-target (DT) interactions is a substantial part of the drug discovery process. Most of the computational methods that have been proposed to predict DT interactions have focused on binary classification, where the goal is to determine whether a DT pair interacts or not. However, protein-ligand interactions assume a continuum of binding strength values, also called binding affinity and predicting this value still remains a challenge. The increase in the affinity data available in DT knowledge-bases allows the use of advanced learning techniques such as deep learning architectures in the prediction of binding affinities. In this study, we propose a deep-learning based model that uses only sequence information of both targets and drugs to predict DT interaction binding affinities. The few studies that focus on DT binding affinity prediction use either 3D structures of protein-ligand complexes or 2D features of compounds. One novel approach used in this work is the modeling of protein sequences and compound 1D representations with convolutional neural networks (CNNs). The results show that the proposed deep learning based model that uses the 1D representations of targets and drugs is an effective approach for drug target binding affinity prediction. The model in which high-level representations of a drug and a target are constructed via CNNs achieved the best Concordance Index (CI) performance in one of our larger benchmark datasets, outperforming the KronRLS algorithm and SimBoost, a state-of-the-art method for DT binding affinity prediction. https://github.com/hkmztrk/DeepDTA. Supplementary data are available at Bioinformatics online.",1,"DeepDTA: deep drug-target binding affinity prediction. The identification of novel drug-target (DT) interactions is a substantial part of the drug discovery process. Most of the computational methods that have been proposed to predict DT interactions have focused on binary classification, where the goal is to determine whether a DT pair interacts or not. However, protein-ligand interactions assume a continuum of binding strength values, also called binding affinity and predicting this value still remains a challenge. The increase in the affinity data available in DT knowledge-bases allows the use of advanced learning techniques such as deep learning architectures in the prediction of binding affinities. In this study, we propose a deep-learning based model that uses only sequence information of both targets and drugs to predict DT interaction binding affinities. The few studies that focus on DT binding affinity prediction use either 3D structures of protein-ligand complexes or 2D features of compounds. One novel approach used in this work is the modeling of protein sequences and compound 1D representations with convolutional neural networks (CNNs). The results show that the proposed deep learning based model that uses the 1D representations of targets and drugs is an effective approach for drug target binding affinity prediction. The model in which high-level representations of a drug and a target are constructed via CNNs achieved the best Concordance Index (CI) performance in one of our larger benchmark datasets, outperforming the KronRLS algorithm and SimBoost, a state-of-the-art method for DT binding affinity prediction. https://github.com/hkmztrk/DeepDTA. Supplementary data are available at Bioinformatics online."
"Bioactive plantaricins as potent anti-cancer drug candidates: double docking, molecular dynamics simulation and in vitro cytotoxicity analysis.",36775653,"The medical community is desperate for a reliable source of medications to alleviate the severity of conventional cancer treatments and prevent secondary microbial infections in oncological patients. In this regard, plantaricins from lactic acid bacteria were explored as prospective drug candidates against known anti-cancer drug targets. Three plantaricins, JLA-9, GZ1-27 and BN, have a binding affinity of -8.8, -8.6 and -7.2 kcal/mol, respectively, with squalene synthase (SQS), a key molecule in lung cancer metastasis. All three plantaricins displayed analogous binding patterns as SQS inhibitors and generated hydrogen and hydrophobic interactions with ARG 47, ARG 188, PHE24, LEU183 and PRO292. Structural stability of docked complexes was validated using molecular dynamics simulation derived parameters such as RMSD, RMSF and radius of gyration. Based on MD simulation results, conformational changes and stabilities of docked SQS/plantaricin complexes with respect to the time frame were evaluated using machine learning (logistic regression algorithm). Double docking with SQS/matrix metalloproteinase MMP1 and PCA analysis revealed the potential of plantaricin JLA-9 as a multi-substrate inhibitor. Further, plantaricin JLA-9 induced a significant cytotoxic response against the lung carcinoma cell line (A549) in a dose and time dependent manner with inhibition concentration (IC50) of 0.082 µg/ml after 48 h. However, plantaricin JLA-9 did not induce cytotoxicity in normal lung cells (L-132), as the IC50 value was not obtained even at a higher dose of 0.8 µg/ml. In silico pharmacokinetic (ADMET) profile implies that plantaricin JLA-9 could be developed as new age anti-cancer therapeutic with a preference for parenteral administration.Communicated by Ramaswamy H. Sarma.",0,"Bioactive plantaricins as potent anti-cancer drug candidates: double docking, molecular dynamics simulation and in vitro cytotoxicity analysis. The medical community is desperate for a reliable source of medications to alleviate the severity of conventional cancer treatments and prevent secondary microbial infections in oncological patients. In this regard, plantaricins from lactic acid bacteria were explored as prospective drug candidates against known anti-cancer drug targets. Three plantaricins, JLA-9, GZ1-27 and BN, have a binding affinity of -8.8, -8.6 and -7.2 kcal/mol, respectively, with squalene synthase (SQS), a key molecule in lung cancer metastasis. All three plantaricins displayed analogous binding patterns as SQS inhibitors and generated hydrogen and hydrophobic interactions with ARG 47, ARG 188, PHE24, LEU183 and PRO292. Structural stability of docked complexes was validated using molecular dynamics simulation derived parameters such as RMSD, RMSF and radius of gyration. Based on MD simulation results, conformational changes and stabilities of docked SQS/plantaricin complexes with respect to the time frame were evaluated using machine learning (logistic regression algorithm). Double docking with SQS/matrix metalloproteinase MMP1 and PCA analysis revealed the potential of plantaricin JLA-9 as a multi-substrate inhibitor. Further, plantaricin JLA-9 induced a significant cytotoxic response against the lung carcinoma cell line (A549) in a dose and time dependent manner with inhibition concentration (IC50) of 0.082 µg/ml after 48 h. However, plantaricin JLA-9 did not induce cytotoxicity in normal lung cells (L-132), as the IC50 value was not obtained even at a higher dose of 0.8 µg/ml. In silico pharmacokinetic (ADMET) profile implies that plantaricin JLA-9 could be developed as new age anti-cancer therapeutic with a preference for parenteral administration.Communicated by Ramaswamy H. Sarma."
