PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
34194678,WADDAICA: A webserver for aiding protein drug design by artificial intelligence and classical algorithm,"Bai Q, Ma J, Liu S, Xu T, Banegas-Luna AJ, Pérez-Sánchez H, Tian Y, Huang J, Liu H, Yao X.",Comput Struct Biotechnol J. 2021 Jun 14;19:3573-3579. doi: 10.1016/j.csbj.2021.06.017. eCollection 2021.,Bai Q,Comput Struct Biotechnol J,2021,2021/07/01,PMC8234348,,10.1016/j.csbj.2021.06.017
25159891,"Design, synthesis, and local anti-inflammatory activity of 17β-carboxamide derivatives of glucocorticoids","Dobričić V, Marković B, Milenković N, Savić V, Jaćević V, Rančić N, Vladimirov S, Cudina O.",Arch Pharm (Weinheim). 2014 Nov;347(11):786-97. doi: 10.1002/ardp.201400165. Epub 2014 Aug 27.,Dobričić V,Arch Pharm (Weinheim),2014,2014/08/28,,,10.1002/ardp.201400165
36481587,Modelling SARS-CoV-2 spike-protein mutation effects on ACE2 binding,"Thakur S, Verma RK, Kepp KP, Mehra R.",J Mol Graph Model. 2023 Mar;119:108379. doi: 10.1016/j.jmgm.2022.108379. Epub 2022 Nov 24.,Thakur S,J Mol Graph Model,2023,2022/12/08,PMC9690204,,10.1016/j.jmgm.2022.108379
35589949,Differences in ligand-induced protein dynamics extracted from an unsupervised deep learning approach correlate with protein-ligand binding affinities,"Yasuda I, Endo K, Yamamoto E, Hirano Y, Yasuoka K.",Commun Biol. 2022 May 19;5(1):481. doi: 10.1038/s42003-022-03416-7.,Yasuda I,Commun Biol,2022,2022/05/19,PMC9120437,,10.1038/s42003-022-03416-7
28510428,Statistical Analysis and Prediction of Covalent Ligand Targeted Cysteine Residues,"Zhang W, Pei J, Lai L.",J Chem Inf Model. 2017 Jun 26;57(6):1453-1460. doi: 10.1021/acs.jcim.7b00163. Epub 2017 May 30.,Zhang W,J Chem Inf Model,2017,2017/05/17,,,10.1021/acs.jcim.7b00163
30648154,Accurate Estimation of Ligand Binding Affinity Changes upon Protein Mutation,"Aldeghi M, Gapsys V, de Groot BL.",ACS Cent Sci. 2018 Dec 26;4(12):1708-1718. doi: 10.1021/acscentsci.8b00717. Epub 2018 Dec 13.,Aldeghi M,ACS Cent Sci,2018,2019/01/17,PMC6311686,,10.1021/acscentsci.8b00717
26389744,Iterative Knowledge-Based Scoring Functions Derived from Rigid and Flexible Decoy Structures: Evaluation with the 2013 and 2014 CSAR Benchmarks,"Yan C, Grinter SZ, Merideth BR, Ma Z, Zou X.",J Chem Inf Model. 2016 Jun 27;56(6):1013-21. doi: 10.1021/acs.jcim.5b00504. Epub 2015 Oct 1.,Yan C,J Chem Inf Model,2016,2015/09/22,PMC5130226,NIHMS829968,10.1021/acs.jcim.5b00504
29104575,'Hotspots' of Antigen Presentation Revealed by Human Leukocyte Antigen Ligandomics for Neoantigen Prioritization,"Müller M, Gfeller D, Coukos G, Bassani-Sternberg M.",Front Immunol. 2017 Oct 20;8:1367. doi: 10.3389/fimmu.2017.01367. eCollection 2017.,Müller M,Front Immunol,2017,2017/11/07,PMC5654951,,10.3389/fimmu.2017.01367
37904961,CENsible: Interpretable Insights into Small-Molecule Binding with Context Explanation Networks,"Bhatt R, Koes DR, Durrant JD.",bioRxiv. 2023 Oct 21:2023.10.18.562959. doi: 10.1101/2023.10.18.562959. Preprint.,Bhatt R,bioRxiv,2023,2023/10/31,PMC10614872,,10.1101/2023.10.18.562959
31581624,"Comment on: ""Wnt Binding Affinity Prediction for Putative Frizzled-Type Cysteine-Rich Domains""",Musso O.,Int J Mol Sci. 2019 Oct 2;20(19):4884. doi: 10.3390/ijms20194884.,Musso O,Int J Mol Sci,2019,2019/10/05,PMC6801662,,10.3390/ijms20194884
27620738,Exponential repulsion improves structural predictability of molecular docking,"Bazgier V, Berka K, Otyepka M, Banáš P.",J Comput Chem. 2016 Oct 30;37(28):2485-94. doi: 10.1002/jcc.24473. Epub 2016 Sep 13.,Bazgier V,J Comput Chem,2016,2016/09/14,,,10.1002/jcc.24473
36686438,Characterization of the microenvironment of diabetic foot ulcers and potential drug identification based on scRNA-seq,"Li Y, Ju S, Li X, Li W, Zhou S, Wang G, Cai Y, Dong Z.",Front Endocrinol (Lausanne). 2023 Jan 4;13:997880. doi: 10.3389/fendo.2022.997880. eCollection 2022.,Li Y,Front Endocrinol (Lausanne),2023,2023/01/23,PMC9845942,,10.3389/fendo.2022.997880
33392260,RASPD+: Fast Protein-Ligand Binding Free Energy Prediction Using Simplified Physicochemical Features,"Holderbach S, Adam L, Jayaram B, Wade RC, Mukherjee G.",Front Mol Biosci. 2020 Dec 17;7:601065. doi: 10.3389/fmolb.2020.601065. eCollection 2020.,Holderbach S,Front Mol Biosci,2020,2021/01/04,PMC7773945,,10.3389/fmolb.2020.601065
30026743,A Mechanistic Model for Predicting Cell Surface Presentation of Competing Peptides by MHC Class I Molecules,"Boulanger DSM, Eccleston RC, Phillips A, Coveney PV, Elliott T, Dalchau N.",Front Immunol. 2018 Jul 5;9:1538. doi: 10.3389/fimmu.2018.01538. eCollection 2018.,Boulanger DSM,Front Immunol,2018,2018/07/21,PMC6041393,,10.3389/fimmu.2018.01538
25329579,How structure defines affinity in protein-protein interactions,"Erijman A, Rosenthal E, Shifman JM.",PLoS One. 2014 Oct 16;9(10):e110085. doi: 10.1371/journal.pone.0110085. eCollection 2014.,Erijman A,PLoS One,2014,2014/10/21,PMC4199723,,10.1371/journal.pone.0110085
28927275,Proton-Coupled Conformational Allostery Modulates the Inhibitor Selectivity for β-Secretase,"Harris RC, Tsai CC, Ellis CR, Shen J.",J Phys Chem Lett. 2017 Oct 5;8(19):4832-4837. doi: 10.1021/acs.jpclett.7b02309. Epub 2017 Sep 21.,Harris RC,J Phys Chem Lett,2017,2017/09/21,PMC5713904,NIHMS923238,10.1021/acs.jpclett.7b02309
28947907,Modeling cytokine regulatory network dynamics driving neuroinflammation in central nervous system disorders,"Anderson WD, Vadigepalli R.",Drug Discov Today Dis Models. 2016 Spring;19:59-67. doi: 10.1016/j.ddmod.2017.01.003. Epub 2017 Apr 10.,Anderson WD,Drug Discov Today Dis Models,2016,2017/09/27,PMC5609716,NIHMS849052,10.1016/j.ddmod.2017.01.003
37917786,Prediction of disease severity using serum biomarkers in patients with mild-moderate Atopic Dermatitis: A pilot study,"Lee IS, Yeom M, Kim K, Hahm DH, Kang S, Park HJ.",PLoS One. 2023 Nov 2;18(11):e0293332. doi: 10.1371/journal.pone.0293332. eCollection 2023.,Lee IS,PLoS One,2023,2023/11/02,PMC10621918,,10.1371/journal.pone.0293332
36070619,GraphCDA: a hybrid graph representation learning framework based on GCN and GAT for predicting disease-associated circRNAs,"Dai Q, Liu Z, Wang Z, Duan X, Guo M.",Brief Bioinform. 2022 Sep 20;23(5):bbac379. doi: 10.1093/bib/bbac379.,Dai Q,Brief Bioinform,2022,2022/09/07,,,10.1093/bib/bbac379
29081609,Prediction aided in vitro analysis of octa-decanoic acid from Cyanobacterium Lyngbya sp. as a proapoptotic factor in eliciting anti-inflammatory properties,"Manivannan P, Muralitharan G, Balaji NP.",Bioinformation. 2017 Sep 30;13(9):301-306. doi: 10.6026/97320630013301. eCollection 2017.,Manivannan P,Bioinformation,2017,2017/10/31,PMC5651223,,10.6026/97320630013301
35352094,Integrated unsupervised-supervised modeling and prediction of protein-peptide affinities at structural level,"Zhou P, Wen L, Lin J, Mei L, Liu Q, Shang S, Li J, Shu J.",Brief Bioinform. 2022 May 13;23(3):bbac097. doi: 10.1093/bib/bbac097.,Zhou P,Brief Bioinform,2022,2022/03/30,,,10.1093/bib/bbac097
30371063,Prediction of Farnesoid X Receptor Disruptors with Machine Learning Methods,"Chen Y, Yang H, Wu Z, Liu G, Tang Y, Li W.",Chem Res Toxicol. 2018 Nov 19;31(11):1128-1137. doi: 10.1021/acs.chemrestox.8b00162. Epub 2018 Nov 8.,Chen Y,Chem Res Toxicol,2018,2018/10/30,,,10.1021/acs.chemrestox.8b00162
31871931,Prediction and Structural Comparison of Deleterious Coding Nonsynonymous Single Nucleotide Polymorphisms (nsSNPs) in Human LEP Gene Associated with Obesity,"Bouafi H, Bencheikh S, Mehdi Krami AL, Morjane I, Charoute H, Rouba H, Saile R, Benhnini F, Barakat A.",Biomed Res Int. 2019 Dec 4;2019:1832084. doi: 10.1155/2019/1832084. eCollection 2019.,Bouafi H,Biomed Res Int,2019,2019/12/25,PMC6913293,,10.1155/2019/1832084
27116466,Critical analysis of carcinogenicity study outcomes. Relationship with pharmacological properties,"van der Laan JW, Kasper P, Silva Lima B, Jones DR, Pasanen M.",Crit Rev Toxicol. 2016 Aug;46(7):587-614. doi: 10.3109/10408444.2016.1163664. Epub 2016 Apr 26.,van der Laan JW,Crit Rev Toxicol,2016,2016/04/27,,,10.3109/10408444.2016.1163664
28319380,Evaluation and Characterization of Trk Kinase Inhibitors for the Treatment of Pain: Reliable Binding Affinity Predictions from Theory and Computation,"Wan S, Bhati AP, Skerratt S, Omoto K, Shanmugasundaram V, Bagal SK, Coveney PV.",J Chem Inf Model. 2017 Apr 24;57(4):897-909. doi: 10.1021/acs.jcim.6b00780. Epub 2017 Apr 4.,Wan S,J Chem Inf Model,2017,2017/03/21,,,10.1021/acs.jcim.6b00780
34630516,Deep Learning Methods in Predicting Gene Expression Levels for the Malaria Parasite,"Tran T, Rekabdar B, Ekenna C.",Front Genet. 2021 Sep 22;12:721068. doi: 10.3389/fgene.2021.721068. eCollection 2021.,Tran T,Front Genet,2021,2021/10/11,PMC8493083,,10.3389/fgene.2021.721068
37198346,DeepBindPPI: Protein-Protein Binding Site Prediction Using Attention Based Graph Convolutional Network,"Sunny S, Prakash PB, Gopakumar G, Jayaraj PB.",Protein J. 2023 Aug;42(4):276-287. doi: 10.1007/s10930-023-10121-9. Epub 2023 May 18.,Sunny S,Protein J,2023,2023/05/17,PMC10191823,,10.1007/s10930-023-10121-9
32957876,Anti-Respiratory Syncytial Virus Mechanism of Houttuynia cordata Thunb Exploration based on Network Pharmacology,"Du H, Ding J, Wang P, Zhang G, Wang D, Ma Q, Li N, Sun T.",Comb Chem High Throughput Screen. 2021;24(8):1137-1150. doi: 10.2174/1386207323999200918123631.,Du H,Comb Chem High Throughput Screen,2021,2020/09/22,,,10.2174/1386207323999200918123631
38042386,Taohong Siwu decoction reduces acute myocardial ischemia-reperfusion injury by promoting autophagy to inhibit pyroptosis,"Yang Y, Zhu Y, Liu C, Cheng J, He F.",J Ethnopharmacol. 2024 Mar 1;321:117515. doi: 10.1016/j.jep.2023.117515. Epub 2023 Nov 30.,Yang Y,J Ethnopharmacol,2024,2023/12/02,,,10.1016/j.jep.2023.117515
30807737,Precise determination of heme binding affinity in proteins,"Leung GC, Fung SS, Dovey NRB, Raven EL, Hudson AJ.",Anal Biochem. 2019 May 1;572:45-51. doi: 10.1016/j.ab.2019.02.021. Epub 2019 Feb 23.,Leung GC,Anal Biochem,2019,2019/02/27,,,10.1016/j.ab.2019.02.021
27914049,Modeling Binding Affinity of Pathological Mutations for Computational Protein Design,"Romero-Durana M, Pallara C, Glaser F, Fernández-Recio J.",Methods Mol Biol. 2017;1529:139-159. doi: 10.1007/978-1-4939-6637-0_6.,Romero-Durana M,Methods Mol Biol,2017,2016/12/04,,,10.1007/978-1-4939-6637-0_6
36572420,SARS-CoV-2 variants infectivity prediction and therapeutic peptide design using computational approaches,"Abhinand CS, Prabhakaran AA, Krishnamurthy A, Raju R, Keshava Prasad TS, Nair AS, Rajasekharan KN, Oommen OV, Sudhakaran PR.",J Biomol Struct Dyn. 2023 Dec;41(20):11166-11177. doi: 10.1080/07391102.2022.2160819. Epub 2022 Dec 26.,Abhinand CS,J Biomol Struct Dyn,2023,2022/12/26,,,10.1080/07391102.2022.2160819
32077837,In Silico Discovery of Novel Phytoconstituents of Amyris pinnata as a Mitotic Spindle Kinase Inhibitor,"Parmar GR, Shah AP, Sailor GU, Seth AK.",Curr Drug Res Rev. 2020;12(2):175-182. doi: 10.2174/2589977512666200220122211.,Parmar GR,Curr Drug Res Rev,2020,2020/02/21,,,10.2174/2589977512666200220122211
28059445,Computational de novo design of antibodies binding to a peptide with high affinity,"Poosarla VG, Li T, Goh BC, Schulten K, Wood TK, Maranas CD.",Biotechnol Bioeng. 2017 Jun;114(6):1331-1342. doi: 10.1002/bit.26244. Epub 2017 Feb 2.,Poosarla VG,Biotechnol Bioeng,2017,2017/01/07,PMC5726764,NIHMS842000,10.1002/bit.26244
33886473,DeepSeqPanII: An Interpretable Recurrent Neural Network Model With Attention Mechanism for Peptide-HLA Class II Binding Prediction,"Liu Z, Jin J, Cui Y, Xiong Z, Nasiri A, Zhao Y, Hu J.",IEEE/ACM Trans Comput Biol Bioinform. 2022 Jul-Aug;19(4):2188-2196. doi: 10.1109/TCBB.2021.3074927. Epub 2022 Aug 8.,Liu Z,IEEE/ACM Trans Comput Biol Bioinform,2022,2021/04/22,,,10.1109/TCBB.2021.3074927
34872613,Exploration and augmentation of pharmacological space via adversarial auto-encoder model for facilitating kinase-centric drug development,"Bai X, Yin Y.",J Cheminform. 2021 Dec 6;13(1):95. doi: 10.1186/s13321-021-00574-4.,Bai X,J Cheminform,2021,2021/12/07,PMC8650415,,10.1186/s13321-021-00574-4
29281002,An automated benchmarking platform for MHC class II binding prediction methods,"Andreatta M, Trolle T, Yan Z, Greenbaum JA, Peters B, Nielsen M.",Bioinformatics. 2018 May 1;34(9):1522-1528. doi: 10.1093/bioinformatics/btx820.,Andreatta M,Bioinformatics,2018,2017/12/28,PMC5925780,,10.1093/bioinformatics/btx820
31536833,Pharmacoinformatics-based identification of potential bioactive compounds against Ebola virus protein VP24,"Kwofie SK, Broni E, Teye J, Quansah E, Issah I, Wilson MD, Miller WA 3rd, Tiburu EK, Bonney JHK.",Comput Biol Med. 2019 Oct;113:103414. doi: 10.1016/j.compbiomed.2019.103414. Epub 2019 Aug 28.,Kwofie SK,Comput Biol Med,2019,2019/09/20,,,10.1016/j.compbiomed.2019.103414
25101992,Improving the anti-toxin abilities of the CMG2-Fc fusion protein with the aid of computational design,"Xi Y, Wu X, Gao L, Shao Y, Peng H, Chen H, Chen H, Hu X, Yue J.",PLoS One. 2014 Aug 7;9(8):e104674. doi: 10.1371/journal.pone.0104674. eCollection 2014.,Xi Y,PLoS One,2014,2014/08/08,PMC4125234,,10.1371/journal.pone.0104674
37342671,TransMHCII: a novel MHC-II binding prediction model built using a protein language model and an image classifier,"Yu X, Negron C, Huang L, Veldman G.",Antib Ther. 2023 May 14;6(2):137-146. doi: 10.1093/abt/tbad011. eCollection 2023 Apr.,Yu X,Antib Ther,2023,2023/06/21,PMC10278228,,10.1093/abt/tbad011
26599758,Total Binding Affinity Profiles of Regulatory Regions Predict Transcription Factor Binding and Gene Expression in Human Cells,"Grassi E, Zapparoli E, Molineris I, Provero P.",PLoS One. 2015 Nov 24;10(11):e0143627. doi: 10.1371/journal.pone.0143627. eCollection 2015.,Grassi E,PLoS One,2015,2015/11/25,PMC4658012,,10.1371/journal.pone.0143627
32418062,ModiBodies: A computational method for modifying nanobodies in nanobody-antigen complexes to improve binding affinity and specificity,"Hacisuleyman A, Erman B.",J Biol Phys. 2020 Jun;46(2):189-208. doi: 10.1007/s10867-020-09548-3. Epub 2020 May 16.,Hacisuleyman A,J Biol Phys,2020,2020/05/18,PMC7334311,,10.1007/s10867-020-09548-3
38126539,Host-guest systems for the SAMPL9 blinded prediction challenge: phenothiazine as a privileged scaffold for binding to cyclodextrins,"Andrade B, Chen A, Gilson MK.",Phys Chem Chem Phys. 2023 Dec 21. doi: 10.1039/d3cp05347d. Online ahead of print.,Andrade B,Phys Chem Chem Phys,2023,2023/12/21,,,10.1039/d3cp05347d
32837456,HPV16-E7 Protein T Cell Epitope Prediction and Global Therapeutic Peptide Vaccine Design Based on Human Leukocyte Antigen Frequency: An In-Silico Study,"Bahmani B, Amini-Bayat Z, Ranjbar MM, Bakhtiari N, Zarnani AH.",Int J Pept Res Ther. 2021;27(1):365-378. doi: 10.1007/s10989-020-10089-5. Epub 2020 Jun 27.,Bahmani B,Int J Pept Res Ther,2021,2020/08/25,PMC7320846,,10.1007/s10989-020-10089-5
37932998,Network pharmacology and molecular docking-based study on exploring the potential mechanism of Lycium barbarum L: In the treatment of atherosclerosis,"Qin X, Xie Z, Chen X, Wang X, Ma L.",Medicine (Baltimore). 2023 Nov 3;102(44):e35734. doi: 10.1097/MD.0000000000035734.,Qin X,Medicine (Baltimore),2023,2023/11/07,PMC10627648,,10.1097/MD.0000000000035734
35392650,Molecular Mechanism of Salvia miltiorrhiza Bunge in Treating Cerebral Infarction,"Ye X, Liu J, Yuan X, Yang S, Huang Y, Chen Y.",Evid Based Complement Alternat Med. 2022 Mar 29;2022:5992394. doi: 10.1155/2022/5992394. eCollection 2022.,Ye X,Evid Based Complement Alternat Med,2022,2022/04/08,PMC8983215,,10.1155/2022/5992394
32658730,Network pharmacology-based prediction of the active ingredients and mechanism of Shen Gui capsule for application to coronary heart disease,"Wang D, Tian L, Shi C, Wei YX, Wang H, Liu TT, Gong M, Zhang YW, Yu RG, Wu XH.",Comput Biol Med. 2020 Jul;122:103825. doi: 10.1016/j.compbiomed.2020.103825. Epub 2020 Jun 13.,Wang D,Comput Biol Med,2020,2020/07/14,,,10.1016/j.compbiomed.2020.103825
34174759,Network pharmacology-based and molecular docking prediction of the active ingredients and mechanism of ZaoRenDiHuang capsules for application in insomnia treatment,"Jin D, Zhang J, Zhang Y, An X, Zhao S, Duan L, Zhang Y, Zhen Z, Lian F, Tong X.",Comput Biol Med. 2021 Aug;135:104562. doi: 10.1016/j.compbiomed.2021.104562. Epub 2021 Jun 18.,Jin D,Comput Biol Med,2021,2021/06/26,,,10.1016/j.compbiomed.2021.104562
35178159,Serum Pharmacochemistry Combining Network Pharmacology to Discover the Active Constituents and Effect of Xijiao Dihuang Tang Prescription for Treatment of Blood-Heat and Blood-Stasis Syndrome-Related Disease,"Chen Y, Dai Y, Xia J, Liu J, Zhou G, Chen C, Jiang B, Yin L, Li G.",Oxid Med Cell Longev. 2022 Feb 7;2022:6934812. doi: 10.1155/2022/6934812. eCollection 2022.,Chen Y,Oxid Med Cell Longev,2022,2022/02/18,PMC8845118,,10.1155/2022/6934812
34153045,A network pharmacology approach to determine the underlying mechanisms of action of Yishen Tongluo formula for the treatment of oligoasthenozoospermia,"Chen Y, Bi F, Sun Z.",PLoS One. 2021 Jun 21;16(6):e0252906. doi: 10.1371/journal.pone.0252906. eCollection 2021.,Chen Y,PLoS One,2021,2021/06/21,PMC8216565,,10.1371/journal.pone.0252906
25445920,Combining automatic table classification and relationship extraction in extracting anticancer drug-side effect pairs from full-text articles,"Xu R, Wang Q.",J Biomed Inform. 2015 Feb;53:128-35. doi: 10.1016/j.jbi.2014.10.002. Epub 2014 Oct 13.,Xu R,J Biomed Inform,2015,2014/12/03,PMC4586056,NIHMS635105,10.1016/j.jbi.2014.10.002
35834502,CD4+ T-Cell Epitope Prediction by Combined Analysis of Antigen Conformational Flexibility and Peptide-MHCII Binding Affinity,"Charles T, Moss DL, Bhat P, Moore PW, Kummer NA, Bhattacharya A, Landry SJ, Mettu RR.",Biochemistry. 2022 Aug 2;61(15):1585-1599. doi: 10.1021/acs.biochem.2c00237. Epub 2022 Jul 14.,Charles T,Biochemistry,2022,2022/07/14,PMC9352311,,10.1021/acs.biochem.2c00237
37993777,A novel efficient drug repurposing framework through drug-disease association data integration using convolutional neural networks,"Amiri R, Razmara J, Parvizpour S, Izadkhah H.",BMC Bioinformatics. 2023 Nov 22;24(1):442. doi: 10.1186/s12859-023-05572-x.,Amiri R,BMC Bioinformatics,2023,2023/11/22,PMC10664633,,10.1186/s12859-023-05572-x
34676983,Machine Learning for Prediction of Drug Targets in Microbe Associated Cardiovascular Diseases by Incorporating Host-pathogen Interaction Network Parameters,"Singh N, Bhatnagar S.",Mol Inform. 2022 Mar;41(3):e2100115. doi: 10.1002/minf.202100115. Epub 2021 Oct 22.,Singh N,Mol Inform,2022,2021/10/22,,,10.1002/minf.202100115
29861750,Human Genetic Markers and Structural Prediction of Plasmodium falciparum Multidrug Resistance Gene (pfmdr1) for Ligand Binding in Pregnant Women Attending General Hospital Minna,"Lawal B, Shittu OK, Abubakar A, Kabiru AY.",J Environ Public Health. 2018 May 16;2018:3984316. doi: 10.1155/2018/3984316. eCollection 2018.,Lawal B,J Environ Public Health,2018,2018/06/05,PMC5976944,,10.1155/2018/3984316
33477856,"Pharmacoinformatics and Preclinical Studies of NSC765690 and NSC765599, Potential STAT3/CDK2/4/6 Inhibitors with Antitumor Activities against NCI60 Human Tumor Cell Lines","Lawal B, Liu YL, Mokgautsi N, Khedkar H, Sumitra MR, Wu ATH, Huang HS.",Biomedicines. 2021 Jan 19;9(1):92. doi: 10.3390/biomedicines9010092.,Lawal B,Biomedicines,2021,2021/01/22,PMC7832910,,10.3390/biomedicines9010092
26341407,Label-free assay for the assessment of nonspecific binding of positron emission tomography tracer candidates,"Assmus F, Seelig A, Gobbi L, Borroni E, Glaentzlin P, Fischer H.",Eur J Pharm Sci. 2015 Nov 15;79:27-35. doi: 10.1016/j.ejps.2015.08.014. Epub 2015 Sep 2.,Assmus F,Eur J Pharm Sci,2015,2015/09/06,,,10.1016/j.ejps.2015.08.014
36686663,Identification of therapeutic targets for osteosarcoma by integrating single-cell RNA sequencing and network pharmacology,"Wang Y, Qin D, Gao Y, Zhang Y, Liu Y, Huang L.",Front Pharmacol. 2023 Jan 6;13:1098800. doi: 10.3389/fphar.2022.1098800. eCollection 2022.,Wang Y,Front Pharmacol,2023,2023/01/23,PMC9853455,,10.3389/fphar.2022.1098800
29463808,A novel heterogeneous network-based method for drug response prediction in cancer cell lines,"Zhang F, Wang M, Xi J, Yang J, Li A.",Sci Rep. 2018 Feb 20;8(1):3355. doi: 10.1038/s41598-018-21622-4.,Zhang F,Sci Rep,2018,2018/02/22,PMC5820329,,10.1038/s41598-018-21622-4
32318354,Novel Target Exploration from Hypothetical Proteins of Klebsiella pneumoniae MGH 78578 Reveals a Protein Involved in Host-Pathogen Interaction,"Pranavathiyani G, Prava J, Rajeev AC, Pan A.",Front Cell Infect Microbiol. 2020 Apr 3;10:109. doi: 10.3389/fcimb.2020.00109. eCollection 2020.,Pranavathiyani G,Front Cell Infect Microbiol,2020,2020/04/23,PMC7146069,,10.3389/fcimb.2020.00109
31040644,Systematic elucidation of the mechanism of geraniol via network pharmacology,"Zhang YF, Huang Y, Ni YH, Xu ZM.",Drug Des Devel Ther. 2019 Apr 4;13:1069-1075. doi: 10.2147/DDDT.S189088. eCollection 2019.,Zhang YF,Drug Des Devel Ther,2019,2019/05/02,PMC6455000,,10.2147/DDDT.S189088
36315580,DMFpred: Predicting protein disorder molecular functions based on protein cubic language model,"Pang Y, Liu B.",PLoS Comput Biol. 2022 Oct 31;18(10):e1010668. doi: 10.1371/journal.pcbi.1010668. eCollection 2022 Oct.,Pang Y,PLoS Comput Biol,2022,2022/10/31,PMC9674156,,10.1371/journal.pcbi.1010668
36279284,ICAN: Interpretable cross-attention network for identifying drug and target protein interactions,"Kurata H, Tsukiyama S.",PLoS One. 2022 Oct 24;17(10):e0276609. doi: 10.1371/journal.pone.0276609. eCollection 2022.,Kurata H,PLoS One,2022,2022/10/24,PMC9591068,,10.1371/journal.pone.0276609
33445600,Homobivalent Lamellarin-Like Schiff Bases: In Vitro Evaluation of Their Cancer Cell Cytotoxicity and Multitargeting Anti-Alzheimer's Disease Potential,"Nevskaya AA, Anikina LV, Purgatorio R, Catto M, Nicolotti O, de Candia M, Pisani L, Borisova TN, Miftyakhova AR, Varlamov AV, Nevskaya EY, Borisov RS, Voskressensky LG, Altomare CD.",Molecules. 2021 Jan 12;26(2):359. doi: 10.3390/molecules26020359.,Nevskaya AA,Molecules,2021,2021/01/15,PMC7827648,,10.3390/molecules26020359
38033291,BatmanNet: bi-branch masked graph transformer autoencoder for molecular representation,"Wang Z, Feng Z, Li Y, Li B, Wang Y, Sha C, He M, Li X.",Brief Bioinform. 2023 Nov 22;25(1):bbad400. doi: 10.1093/bib/bbad400.,Wang Z,Brief Bioinform,2023,2023/11/30,,,10.1093/bib/bbad400
37681175,MultiGML: Multimodal graph machine learning for prediction of adverse drug events,"Krix S, DeLong LN, Madan S, Domingo-Fernández D, Ahmad A, Gul S, Zaliani A, Fröhlich H.",Heliyon. 2023 Aug 27;9(9):e19441. doi: 10.1016/j.heliyon.2023.e19441. eCollection 2023 Sep.,Krix S,Heliyon,2023,2023/09/08,PMC10481305,,10.1016/j.heliyon.2023.e19441
27491034,Prediction of Nucleotide Binding Peptides Using Star Graph Topological Indices,"Liu Y, Munteanu CR, Fernández Blanco E, Tan Z, Santos Del Riego A, Pazos A.",Mol Inform. 2015 Nov;34(11-12):736-41. doi: 10.1002/minf.201500064. Epub 2015 Aug 5.,Liu Y,Mol Inform,2015,2016/08/05,,,10.1002/minf.201500064
27335214,"Molecular modeling study for the design of novel acetyl-CoA carboxylase inhibitors using 3D QSAR, molecular docking and dynamic simulations","Vyas VK, Dabasia M, Qureshi G, Patel P, Ghate M.",J Biomol Struct Dyn. 2017 Jul;35(9):2003-2015. doi: 10.1080/07391102.2016.1204945. Epub 2016 Jul 12.,Vyas VK,J Biomol Struct Dyn,2017,2016/06/24,,,10.1080/07391102.2016.1204945
27942417,Quantitative structure-activity relationship and molecular docking studies of a series of quinazolinonyl analogues as inhibitors of gamma amino butyric acid aminotransferase,"Abdulfatai U, Uzairu A, Uba S.",J Adv Res. 2017 Jan;8(1):33-43. doi: 10.1016/j.jare.2016.10.004. Epub 2016 Nov 16.,Abdulfatai U,J Adv Res,2017,2016/12/13,PMC5137336,,10.1016/j.jare.2016.10.004
36935100,Pangenome profiling of novel drug target against vancomycin-resistant Enterococcus faecium,"Khan K, Jalal K, Uddin R.",J Biomol Struct Dyn. 2023;41(24):15647-15660. doi: 10.1080/07391102.2023.2191134. Epub 2023 Mar 19.,Khan K,J Biomol Struct Dyn,2023,2023/03/19,,,10.1080/07391102.2023.2191134
30893556,Ensemble-Based Steered Molecular Dynamics Predicts Relative Residence Time of A(2A) Receptor Binders,"Potterton A, Husseini FS, Southey MWY, Bodkin MJ, Heifetz A, Coveney PV, Townsend-Nicholson A.",J Chem Theory Comput. 2019 May 14;15(5):3316-3330. doi: 10.1021/acs.jctc.8b01270. Epub 2019 Apr 26.,Potterton A,J Chem Theory Comput,2019,2019/03/21,,,10.1021/acs.jctc.8b01270
35858208,Multi-modal optimization to identify personalized biomarkers for disease prediction of individual patients with cancer,"Liang J, Li ZW, Yue CT, Hu Z, Cheng H, Liu ZX, Guo WF.",Brief Bioinform. 2022 Sep 20;23(5):bbac254. doi: 10.1093/bib/bbac254.,Liang J,Brief Bioinform,2022,2022/07/20,,,10.1093/bib/bbac254
27662377,Microfluidic chip for isolation of viable circulating tumor cells of hepatocellular carcinoma for their culture and drug sensitivity assay,"Zhang Y, Zhang X, Zhang J, Sun B, Zheng L, Li J, Liu S, Sui G, Yin Z.",Cancer Biol Ther. 2016 Nov;17(11):1177-1187. doi: 10.1080/15384047.2016.1235665. Epub 2016 Sep 23.,Zhang Y,Cancer Biol Ther,2016,2016/09/24,PMC5137491,,10.1080/15384047.2016.1235665
29138086,Eugenol derivatives prospectively inhibit l-asparaginase: A heady target protein of Salmonella typhimurium,"Vimal A, Jha A, Kumar A.",Microb Pathog. 2018 Jan;114:8-16. doi: 10.1016/j.micpath.2017.11.009. Epub 2017 Nov 11.,Vimal A,Microb Pathog,2018,2017/11/16,,,10.1016/j.micpath.2017.11.009
